objectid,title,attribution,medium,classification,subclassification,beginyear,endyear,depictstmsobjectid,iiifurl,iiifthumburl,openaccess
42432,Mrs. Day,Ammi Phillips,oil on canvas,Painting,,1835.0,1835.0,42432,https://api.nga.gov/iiif/7c998597-f6d8-44f4-b688-8094f35cd0ef,"https://api.nga.gov/iiif/7c998597-f6d8-44f4-b688-8094f35cd0ef/full/!200,200/0/default.jpg",1
1176,Mrs. Robert Blencowe,Sir Thomas Lawrence,oil on canvas,Painting,,1792.0,1792.0,1176,https://api.nga.gov/iiif/e064a5cd-ad93-48e1-bfab-b9edc6920baf,"https://api.nga.gov/iiif/e064a5cd-ad93-48e1-bfab-b9edc6920baf/full/!200,200/0/default.jpg",1
176886,Obweebetuck,Julian Alden Weir,oil on canvas,Painting,,1908.0,1908.0,176886,https://api.nga.gov/iiif/f7b63edb-7c72-4afa-832d-1fe89820da2e,"https://api.nga.gov/iiif/f7b63edb-7c72-4afa-832d-1fe89820da2e/full/!200,200/0/default.jpg",1
231677,Tavern Scene with Standing Couple,Jan Jansz. van Buesem,oil on panel,Painting,,1653.0,1653.0,231677,https://api.nga.gov/iiif/06dcc673-f9e6-46ef-97a3-4eec144c5c3a,"https://api.nga.gov/iiif/06dcc673-f9e6-46ef-97a3-4eec144c5c3a/full/!200,200/0/default.jpg",1
52263,"Georgiana, Duchess of Devonshire",Gainsborough Dupont,oil on canvas,Painting,,1787.0,1796.0,52263,https://api.nga.gov/iiif/5101996f-eaff-4f6e-80a9-f839f3e503d0,"https://api.nga.gov/iiif/5101996f-eaff-4f6e-80a9-f839f3e503d0/full/!200,200/0/default.jpg",1
195201,Stars and Dews and Dreams of Night,Arthur B. Davies,oil on canvas,Painting,,1927.0,1927.0,195201,https://api.nga.gov/iiif/e7c4907e-0ca0-4337-8362-8c3d97816dd0,"https://api.nga.gov/iiif/e7c4907e-0ca0-4337-8362-8c3d97816dd0/full/!200,200/0/default.jpg",1
1108,Counsellor John Dunn,Gilbert Stuart,oil on canvas,Painting,,1798.0,1798.0,1108,https://api.nga.gov/iiif/5af4463f-4d6a-4c5e-830e-720ab11d4f0d,"https://api.nga.gov/iiif/5af4463f-4d6a-4c5e-830e-720ab11d4f0d/full/!200,200/0/default.jpg",1
46482,Portrait of an Elderly Lady,Mary Cassatt,oil on canvas,Painting,,1887.0,1887.0,46482,https://api.nga.gov/iiif/2af9c50c-0aab-41ef-999a-1ab213713b39,"https://api.nga.gov/iiif/2af9c50c-0aab-41ef-999a-1ab213713b39/full/!200,200/0/default.jpg",1
50394,Facsimile of the Robe of Mah-to-toh-pa - Mandan,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50394,https://api.nga.gov/iiif/70a97377-fb8a-421b-bc5f-066bfd5f7450,"https://api.nga.gov/iiif/70a97377-fb8a-421b-bc5f-066bfd5f7450/full/!200,200/0/default.jpg",1
54132,Volendam Street Scene,Robert Henri,oil on canvas,Painting,,1910.0,1910.0,54132,https://api.nga.gov/iiif/fa81f65e-457b-4513-b374-93bc55b19cf2,"https://api.nga.gov/iiif/fa81f65e-457b-4513-b374-93bc55b19cf2/full/!200,200/0/default.jpg",1
46658,"Waterloo Bridge, Gray Day",Claude Monet,oil on canvas,Painting,,1903.0,1903.0,46658,https://api.nga.gov/iiif/5f0f2f71-1428-4fc7-a951-0fab4fe39ffd,"https://api.nga.gov/iiif/5f0f2f71-1428-4fc7-a951-0fab4fe39ffd/full/!200,200/0/default.jpg",1
18,The Annunciation,Masolino da Panicale,tempera (and possibly oil glazes) on panel,Painting,,1383.0,1435.0,18,https://api.nga.gov/iiif/e6497b39-66a9-4b6b-bf2b-c1633d20c0b6,"https://api.nga.gov/iiif/e6497b39-66a9-4b6b-bf2b-c1633d20c0b6/full/!200,200/0/default.jpg",1
34193,Agnes Gordon Higginson Fuller (Mrs. George Fuller),George Fuller,oil on canvas,Painting,,1877.0,1877.0,34193,https://api.nga.gov/iiif/3b018e6e-25f6-48f8-b7d8-0ce9e5596d8f,"https://api.nga.gov/iiif/3b018e6e-25f6-48f8-b7d8-0ce9e5596d8f/full/!200,200/0/default.jpg",1
37635,"Deacon Saint, with Saint Anthony Abbot [right panel]",Martino di Bartolomeo,tempera on panel,Painting,,1415.0,1420.0,37635,https://api.nga.gov/iiif/fc84cac8-bdcf-4d3c-a6dc-e4bd0371af3b,"https://api.nga.gov/iiif/fc84cac8-bdcf-4d3c-a6dc-e4bd0371af3b/full/!200,200/0/default.jpg",1
50534,Four Arowak Indians,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50534,https://api.nga.gov/iiif/c5bd3424-cd10-4851-b171-8d65cf94b4ec,"https://api.nga.gov/iiif/c5bd3424-cd10-4851-b171-8d65cf94b4ec/full/!200,200/0/default.jpg",1
110101,A Dessert,Raphaelle Peale,oil on wood,Painting,,1814.0,1814.0,110101,https://api.nga.gov/iiif/970feb51-ee9f-422f-a6ba-e13a3d708c4c,"https://api.nga.gov/iiif/970feb51-ee9f-422f-a6ba-e13a3d708c4c/full/!200,200/0/default.jpg",1
50662,Saint George and the Dragon,Rogier van der Weyden,oil on panel,Painting,,1432.0,1435.0,50662,https://api.nga.gov/iiif/f7d5354b-f6bc-44a3-8403-07f609a4c743,"https://api.nga.gov/iiif/f7d5354b-f6bc-44a3-8403-07f609a4c743/full/!200,200/0/default.jpg",1
50506,Nayas Village - Indians Bathing,George Catlin,oil on card mounted on paperboard,Painting,,1855.0,1869.0,50506,https://api.nga.gov/iiif/3503fddf-daa6-4026-8cc6-2e243bad89df,"https://api.nga.gov/iiif/3503fddf-daa6-4026-8cc6-2e243bad89df/full/!200,200/0/default.jpg",1
50325,Amusing Dance - Sioux,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50325,https://api.nga.gov/iiif/243146bd-0ba9-4805-b4c5-e3324182bd1f,"https://api.nga.gov/iiif/243146bd-0ba9-4805-b4c5-e3324182bd1f/full/!200,200/0/default.jpg",1
164964,"Bathers (Study for ""Bathers at Asnières"")",Georges Seurat,oil on wood,Painting,,1883.0,1884.0,164964,https://api.nga.gov/iiif/b1d434c3-f0d3-436b-9a76-a87f48ea4151,"https://api.nga.gov/iiif/b1d434c3-f0d3-436b-9a76-a87f48ea4151/full/!200,200/0/default.jpg",1
46048,Head of a Woman,Umbrian 16th Century,oil on poplar panel,Painting,,1510.0,1520.0,46048,https://api.nga.gov/iiif/14e5fa0d-73cf-46af-831f-656fb53a6411,"https://api.nga.gov/iiif/14e5fa0d-73cf-46af-831f-656fb53a6411/full/!200,200/0/default.jpg",1
178016,Martin Luther,Attributed to Frederick Kemmelmeyer,oil on canvas,Painting,,1800.0,1800.0,178016,https://api.nga.gov/iiif/4e379aca-8da8-4abb-bfa7-47cb9e57c8e9,"https://api.nga.gov/iiif/4e379aca-8da8-4abb-bfa7-47cb9e57c8e9/full/!200,200/0/default.jpg",1
46093,Mrs. Thomas Horne,Francis Cotes,oil on canvas,Painting,,1768.0,1770.0,46093,https://api.nga.gov/iiif/0603c5d8-278e-45ed-84ee-d5d456b5052c,"https://api.nga.gov/iiif/0603c5d8-278e-45ed-84ee-d5d456b5052c/full/!200,200/0/default.jpg",1
45876,"Easby Abbey, near Richmond",George Cuitt the Younger,oil on canvas,Painting,,1821.0,1854.0,45876,https://api.nga.gov/iiif/9cd59cc1-c024-43ad-9e49-080aed4c801a,"https://api.nga.gov/iiif/9cd59cc1-c024-43ad-9e49-080aed4c801a/full/!200,200/0/default.jpg",1
50410,Three Piankeshaw Indians,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50410,https://api.nga.gov/iiif/800b6ecd-07d9-4674-8981-1c838614d257,"https://api.nga.gov/iiif/800b6ecd-07d9-4674-8981-1c838614d257/full/!200,200/0/default.jpg",1
106787,Garland of Flowers with Adoration of the Shepherds,Frans Francken the Younger and Master HDB,oil on copper,Painting,,1625.0,1630.0,106787,https://api.nga.gov/iiif/8b4801f8-9c5a-433c-80a2-33de1a3ea769,"https://api.nga.gov/iiif/8b4801f8-9c5a-433c-80a2-33de1a3ea769/full/!200,200/0/default.jpg",1
55505,Tavern Scene,David Teniers the Younger,oil on panel,Painting,,1658.0,1658.0,55505,https://api.nga.gov/iiif/1740093e-a916-4cd2-b8ab-0b1d2fc1c9f4,"https://api.nga.gov/iiif/1740093e-a916-4cd2-b8ab-0b1d2fc1c9f4/full/!200,200/0/default.jpg",1
41594,Venus Blindfolding Cupid,Workshop or Follower of Titian,oil on canvas,Painting,,1566.0,1580.0,41594,https://api.nga.gov/iiif/9c7a8e0c-8e74-492a-9860-f118ce9af68e,"https://api.nga.gov/iiif/9c7a8e0c-8e74-492a-9860-f118ce9af68e/full/!200,200/0/default.jpg",1
88615,"The Island and Bridge of San Bartolomeo, Rome",Jean-Baptiste-Camille Corot,oil on paper on canvas,Painting,,1825.0,1828.0,88615,https://api.nga.gov/iiif/b65ea558-0cd2-4abc-8a76-56d9b6c44f7f,"https://api.nga.gov/iiif/b65ea558-0cd2-4abc-8a76-56d9b6c44f7f/full/!200,200/0/default.jpg",1
50319,After the Buffalo Chase - Sioux,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50319,https://api.nga.gov/iiif/b39f3e67-7044-4964-98a3-0d0a1c107eee,"https://api.nga.gov/iiif/b39f3e67-7044-4964-98a3-0d0a1c107eee/full/!200,200/0/default.jpg",1
52177,Melon and Lemon,French 19th Century,oil on canvas on wood,Painting,,1900.0,1900.0,52177,https://api.nga.gov/iiif/1316a088-4ba7-45c2-92d2-545bd78a7420,"https://api.nga.gov/iiif/1316a088-4ba7-45c2-92d2-545bd78a7420/full/!200,200/0/default.jpg",1
194982,Homestead by the Sea,Jean-Charles Cazin,oil on canvas,Painting,,1876.0,,194982,https://api.nga.gov/iiif/b100d1c7-a05d-492d-af01-6ecd0b7a4a60,"https://api.nga.gov/iiif/b100d1c7-a05d-492d-af01-6ecd0b7a4a60/full/!200,200/0/default.jpg",1
440,"Madonna and Child with Saint Jerome, Saint Catherine of Alexandria, and Angels",Matteo di Giovanni,tempera on poplar panel,Painting,,1465.0,1470.0,440,https://api.nga.gov/iiif/07572d12-752f-4283-be45-6afe3e352e0c,"https://api.nga.gov/iiif/07572d12-752f-4283-be45-6afe3e352e0c/full/!200,200/0/default.jpg",1
34149,"Elizabeth, Countess of Effingham",Benjamin West,oil on canvas,Painting,,1797.0,1797.0,34149,https://api.nga.gov/iiif/c1f52e45-ac1b-45cc-9bab-517375879785,"https://api.nga.gov/iiif/c1f52e45-ac1b-45cc-9bab-517375879785/full/!200,200/0/default.jpg",1
45852,Geese in Flight,Leila T. Bauman,oil on canvas,Painting,,1850.0,1850.0,45852,https://api.nga.gov/iiif/e2430630-f7d2-49b7-9b96-0e09938603c2,"https://api.nga.gov/iiif/e2430630-f7d2-49b7-9b96-0e09938603c2/full/!200,200/0/default.jpg",1
50468,Facsimile of a Sioux Robe,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50468,https://api.nga.gov/iiif/457c21c8-0b7e-490d-98ab-7b195da8ed2d,"https://api.nga.gov/iiif/457c21c8-0b7e-490d-98ab-7b195da8ed2d/full/!200,200/0/default.jpg",1
1134,Mary Walton Morris,John Wollaston,oil on canvas,Painting,,1749.0,1752.0,1134,https://api.nga.gov/iiif/78c3f637-5971-4ce2-a1dd-aedf919e2707,"https://api.nga.gov/iiif/78c3f637-5971-4ce2-a1dd-aedf919e2707/full/!200,200/0/default.jpg",1
52,Christ Appearing to the Virgin,Follower of Rogier van der Weyden,oil on panel,Painting,,1475.0,1475.0,52,https://api.nga.gov/iiif/89d562d2-a933-4218-bb2a-2e0f325af98b,"https://api.nga.gov/iiif/89d562d2-a933-4218-bb2a-2e0f325af98b/full/!200,200/0/default.jpg",1
59896,Prize Bull,H. Call,oil on canvas,Painting,,1876.0,1876.0,59896,https://api.nga.gov/iiif/6204adde-7a80-4bb8-b01f-e1802269850a,"https://api.nga.gov/iiif/6204adde-7a80-4bb8-b01f-e1802269850a/full/!200,200/0/default.jpg",1
61360,Festival in the Harbor of Honfleur,Eugène Boudin,oil on wood,Painting,,1858.0,1858.0,61360,https://api.nga.gov/iiif/d6f248cf-a24b-4053-9d2a-b22c2276836d,"https://api.nga.gov/iiif/d6f248cf-a24b-4053-9d2a-b22c2276836d/full/!200,200/0/default.jpg",1
195461,The Adoration of the Shepherds,Anton Raphael Mengs,oil on canvas,Painting,,1764.0,1765.0,195461,https://api.nga.gov/iiif/9eab2ffc-a0bb-4442-9826-e80ff5a4bb74,"https://api.nga.gov/iiif/9eab2ffc-a0bb-4442-9826-e80ff5a4bb74/full/!200,200/0/default.jpg",1
50418,Nine Ojibbeway Indians in London,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50418,https://api.nga.gov/iiif/f1971440-0f98-4cda-a8f5-814f08e4213b,"https://api.nga.gov/iiif/f1971440-0f98-4cda-a8f5-814f08e4213b/full/!200,200/0/default.jpg",1
46695,Alfred la Guigne,Henri de Toulouse-Lautrec,oil on cardboard,Painting,,1894.0,1894.0,46695,https://api.nga.gov/iiif/e7b14ecd-a748-4b2d-a774-98e25769da17,"https://api.nga.gov/iiif/e7b14ecd-a748-4b2d-a774-98e25769da17/full/!200,200/0/default.jpg",1
176396,Thomas Corcoran,Charles Peale Polk,oil on canvas,Painting,,1802.0,1810.0,176396,https://api.nga.gov/iiif/2fa332fd-b739-4390-977b-9d3d4ab1e8a0,"https://api.nga.gov/iiif/2fa332fd-b739-4390-977b-9d3d4ab1e8a0/full/!200,200/0/default.jpg",1
1177,Portrait of Lorenzo di Credi,Pietro Perugino,oil on panel transferred to canvas,Painting,,1488.0,1488.0,1177,https://api.nga.gov/iiif/7681ffe3-535b-4e75-9d28-a288d7ce0cf5,"https://api.nga.gov/iiif/7681ffe3-535b-4e75-9d28-a288d7ce0cf5/full/!200,200/0/default.jpg",1
42453,Possibly William Sheldon,Asahel Powers,oil on wood,Painting,,1831.0,1831.0,42453,https://api.nga.gov/iiif/8fba5e9f-eefe-46be-85f4-14cb8c98e474,"https://api.nga.gov/iiif/8fba5e9f-eefe-46be-85f4-14cb8c98e474/full/!200,200/0/default.jpg",1
195860,Souvenir of Terracina,Jean-Baptiste-Camille Corot,oil on canvas,Painting,,1864.0,1870.0,195860,https://api.nga.gov/iiif/b3550d55-0c4f-43dc-ab19-b527523718ba,"https://api.nga.gov/iiif/b3550d55-0c4f-43dc-ab19-b527523718ba/full/!200,200/0/default.jpg",1
71349,The Fall of Phaeton,Sir Peter Paul Rubens,oil on canvas,Painting,,1604.0,1608.0,71349,https://api.nga.gov/iiif/14bd56b4-0967-4c9c-9869-4c7e0fe4d823,"https://api.nga.gov/iiif/14bd56b4-0967-4c9c-9869-4c7e0fe4d823/full/!200,200/0/default.jpg",1
50477,Alaeutian Chief and Two Warriors,George Catlin,oil on card mounted on paperboard,Painting,,1855.0,1869.0,50477,https://api.nga.gov/iiif/08c726b0-eddc-4f73-bebb-a9838cd1f2e2,"https://api.nga.gov/iiif/08c726b0-eddc-4f73-bebb-a9838cd1f2e2/full/!200,200/0/default.jpg",1
46437,A Lady Writing,Johannes Vermeer,oil on canvas,Painting,,1665.0,1665.0,46437,https://api.nga.gov/iiif/ea55879e-57f1-494d-9043-6dedb384bdc8,"https://api.nga.gov/iiif/ea55879e-57f1-494d-9043-6dedb384bdc8/full/!200,200/0/default.jpg",1
39729,The Skater (Portrait of William Grant),Gilbert Stuart,oil on canvas,Painting,,1782.0,1782.0,39729,https://api.nga.gov/iiif/56561c9f-5aad-45e5-9381-651ee5f350f1,"https://api.nga.gov/iiif/56561c9f-5aad-45e5-9381-651ee5f350f1/full/!200,200/0/default.jpg",1
158097,Portrait of a Gentleman Wearing a Fancy Ruff,Thomas de Keyser,oil on copper,Painting,,1627.0,1627.0,158097,https://api.nga.gov/iiif/37137e08-b7f8-4dd4-961a-624495e5254b,"https://api.nga.gov/iiif/37137e08-b7f8-4dd4-961a-624495e5254b/full/!200,200/0/default.jpg",1
177131,Simon Pease,Robert Feke,oil on canvas,Painting,,1749.0,1749.0,177131,https://api.nga.gov/iiif/3676623a-96ad-4365-810e-d14bcb6fd698,"https://api.nga.gov/iiif/3676623a-96ad-4365-810e-d14bcb6fd698/full/!200,200/0/default.jpg",1
50645,"Wreck of the Aimable, on the Coast of Texas. 1685",George Catlin,oil on canvas,Painting,,1847.0,1848.0,50645,https://api.nga.gov/iiif/88f7bb0f-cba1-4ccd-ad9d-a230b73ac9d0,"https://api.nga.gov/iiif/88f7bb0f-cba1-4ccd-ad9d-a230b73ac9d0/full/!200,200/0/default.jpg",1
46558,The Lone Tenement,George Bellows,oil on canvas,Painting,,1909.0,1909.0,46558,https://api.nga.gov/iiif/bf35b647-0355-44d7-a684-5a193a937b9d,"https://api.nga.gov/iiif/bf35b647-0355-44d7-a684-5a193a937b9d/full/!200,200/0/default.jpg",1
46505,Girl in White,Vincent van Gogh,oil on canvas,Painting,,1890.0,1890.0,46505,https://api.nga.gov/iiif/6d6753b3-c1ef-494c-9dc3-244e8982c867,"https://api.nga.gov/iiif/6d6753b3-c1ef-494c-9dc3-244e8982c867/full/!200,200/0/default.jpg",1
50821,"Capture of the ""Savannah"" by the ""U.S.S. Perry""",Fritz Müller,oil on canvas,Painting,,1861.0,1861.0,50821,https://api.nga.gov/iiif/3de53820-9a39-4c57-b8a7-d83a4f8158bb,"https://api.nga.gov/iiif/3de53820-9a39-4c57-b8a7-d83a4f8158bb/full/!200,200/0/default.jpg",1
56720,The Brown Family,Eastman Johnson,oil on paper on canvas,Painting,,1869.0,1869.0,56720,https://api.nga.gov/iiif/ca3735c4-e05f-4d74-818b-45c780a0db29,"https://api.nga.gov/iiif/ca3735c4-e05f-4d74-818b-45c780a0db29/full/!200,200/0/default.jpg",1
50360,Battle between the Jiccarilla Apachees and Camanchees,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50360,https://api.nga.gov/iiif/e03aa18b-1499-4d53-8467-9a2c3eda7491,"https://api.nga.gov/iiif/e03aa18b-1499-4d53-8467-9a2c3eda7491/full/!200,200/0/default.jpg",1
396,Madonna and Child Enthroned,Gentile da Fabriano,tempera on poplar panel,Painting,,1420.0,1420.0,396,https://api.nga.gov/iiif/ce4d7f93-8bcf-4f88-a9c1-bea5c5a9b425,"https://api.nga.gov/iiif/ce4d7f93-8bcf-4f88-a9c1-bea5c5a9b425/full/!200,200/0/default.jpg",1
42408,Charles H. Sisson,Joseph Goodhue Chandler,oil on canvas,Painting,,1850.0,1850.0,42408,https://api.nga.gov/iiif/7cd99905-ffb1-401e-a481-8c6465e4077e,"https://api.nga.gov/iiif/7cd99905-ffb1-401e-a481-8c6465e4077e/full/!200,200/0/default.jpg",1
357,The Angel of the Annunciation,Simone Martini,tempera on poplar panel,Painting,,1330.0,1330.0,357,https://api.nga.gov/iiif/1b266771-5762-4ce0-8968-688cae2ba81e,"https://api.nga.gov/iiif/1b266771-5762-4ce0-8968-688cae2ba81e/full/!200,200/0/default.jpg",1
85,A Polish Nobleman,Rembrandt van Rijn,oil on panel,Painting,,1637.0,1637.0,85,https://api.nga.gov/iiif/b29d07fb-c785-41af-8c3f-a48045e4013c,"https://api.nga.gov/iiif/b29d07fb-c785-41af-8c3f-a48045e4013c/full/!200,200/0/default.jpg",1
50320,A Sioux Village,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50320,https://api.nga.gov/iiif/8420b244-3620-4745-b3cf-e2bb5b9d71b9,"https://api.nga.gov/iiif/8420b244-3620-4745-b3cf-e2bb5b9d71b9/full/!200,200/0/default.jpg",1
59892,Interior Scene,American 19th Century,oil on canvas,Painting,,1840.0,1840.0,59892,https://api.nga.gov/iiif/05a7ce07-b402-40cc-a0c3-a8c89606074a,"https://api.nga.gov/iiif/05a7ce07-b402-40cc-a0c3-a8c89606074a/full/!200,200/0/default.jpg",1
86204,Youth Making a Face,Adriaen Brouwer,oil on panel,Painting,,1632.0,1635.0,86204,https://api.nga.gov/iiif/79c594fc-f6f8-4ecd-ba93-18820036cadb,"https://api.nga.gov/iiif/79c594fc-f6f8-4ecd-ba93-18820036cadb/full/!200,200/0/default.jpg",1
1184,"""Titian's Schoolmaster""",Giovanni Battista Moroni,oil on canvas,Painting,,1575.0,1575.0,1184,https://api.nga.gov/iiif/ff8661ce-70d8-44e6-9694-a1c953877e69,"https://api.nga.gov/iiif/ff8661ce-70d8-44e6-9694-a1c953877e69/full/!200,200/0/default.jpg",1
41582,The Feast of Herod and the Beheading of Saint John the Baptist,Benozzo Gozzoli,tempera on poplar panel,Painting,,1461.0,1462.0,41582,https://api.nga.gov/iiif/901465e5-58b1-458d-9579-4ef7ed508bd5,"https://api.nga.gov/iiif/901465e5-58b1-458d-9579-4ef7ed508bd5/full/!200,200/0/default.jpg",1
46091,Elizabeth Fulford Welshman,John Greenwood,oil on canvas,Painting,,1749.0,1749.0,46091,https://api.nga.gov/iiif/eb5ad869-b1c7-4cb1-9658-348751d9a0e9,"https://api.nga.gov/iiif/eb5ad869-b1c7-4cb1-9658-348751d9a0e9/full/!200,200/0/default.jpg",1
203,Cupids Disarming Sleeping Nymphs,Giuseppe Maria Crespi,oil on copper,Painting,,1690.0,1705.0,203,https://api.nga.gov/iiif/27178674-bd03-4754-95fe-2c2406c32b06,"https://api.nga.gov/iiif/27178674-bd03-4754-95fe-2c2406c32b06/full/!200,200/0/default.jpg",1
1173,Woman and Child in a Courtyard,Pieter de Hooch,oil on canvas,Painting,,1658.0,1660.0,1173,https://api.nga.gov/iiif/383f16c8-9e6c-4565-bfa4-1017989c6310,"https://api.nga.gov/iiif/383f16c8-9e6c-4565-bfa4-1017989c6310/full/!200,200/0/default.jpg",1
8,Saint Venantius [right panel],Puccio di Simone and Allegretto Nuzi,tempera on panel,Painting,,1354.0,1354.0,8,https://api.nga.gov/iiif/ace92898-3191-42e2-b849-1be58081903f,"https://api.nga.gov/iiif/ace92898-3191-42e2-b849-1be58081903f/full/!200,200/0/default.jpg",1
46471,Watson and the Shark,John Singleton Copley,oil on canvas,Painting,,1778.0,1778.0,46471,https://api.nga.gov/iiif/b38ce693-ba56-4953-9c2c-d8139fe4b059,"https://api.nga.gov/iiif/b38ce693-ba56-4953-9c2c-d8139fe4b059/full/!200,200/0/default.jpg",1
42509,William Henry Vining,George M. Miller,painted wax on glass,Painting,,1810.0,1810.0,42509,https://api.nga.gov/iiif/976dcdba-cccf-4bb2-8f11-28b7275a6210,"https://api.nga.gov/iiif/976dcdba-cccf-4bb2-8f11-28b7275a6210/full/!200,200/0/default.jpg",1
50636,Father Hennepin and Companions Passing Lover's Leap.  April 1680,George Catlin,oil on canvas,Painting,,1847.0,1848.0,50636,https://api.nga.gov/iiif/4d5d6a70-c08f-43a1-8e83-fd00553e1472,"https://api.nga.gov/iiif/4d5d6a70-c08f-43a1-8e83-fd00553e1472/full/!200,200/0/default.jpg",1
46628,Portrait of Vincent van Gogh,Imitator of Vincent van Gogh,oil on canvas,Painting,,1925.0,1928.0,46628,https://api.nga.gov/iiif/1034a430-14b9-494d-8b69-c135e592892f,"https://api.nga.gov/iiif/1034a430-14b9-494d-8b69-c135e592892f/full/!200,200/0/default.jpg",1
1140,Madonna and Child with Saint Jerome and Saint Bernardino of Siena,Benvenuto di Giovanni,tempera on panel,Painting,,1480.0,1485.0,1140,https://api.nga.gov/iiif/70681fcc-b40a-4147-9803-c632037b4f74,"https://api.nga.gov/iiif/70681fcc-b40a-4147-9803-c632037b4f74/full/!200,200/0/default.jpg",1
42422,Asa Benjamin,William Jennys,oil on canvas,Painting,,1795.0,1795.0,42422,https://api.nga.gov/iiif/bd11325c-4c1f-4b1f-8f33-7fe63042fbbe,"https://api.nga.gov/iiif/bd11325c-4c1f-4b1f-8f33-7fe63042fbbe/full/!200,200/0/default.jpg",1
37008,Head of a Man with Upturned Eyes,Alphonse Legros,oil on canvas,Painting,,1837.0,1911.0,37008,https://api.nga.gov/iiif/12ab44f6-fc2a-448b-8580-5953c7bb3957,"https://api.nga.gov/iiif/12ab44f6-fc2a-448b-8580-5953c7bb3957/full/!200,200/0/default.jpg",1
1216,Mrs. Alexander Blair,George Romney,oil on canvas,Painting,,1787.0,1789.0,1216,https://api.nga.gov/iiif/a43b864d-5032-4382-92de-ec5d8d85793d,"https://api.nga.gov/iiif/a43b864d-5032-4382-92de-ec5d8d85793d/full/!200,200/0/default.jpg",1
100926,Landscape with Herdsmen,Aelbert Cuyp,oil on panel,Painting,,1650.0,1652.0,100926,https://api.nga.gov/iiif/75189388-085e-4751-bd3d-deadf6dd4988,"https://api.nga.gov/iiif/75189388-085e-4751-bd3d-deadf6dd4988/full/!200,200/0/default.jpg",1
126145,Sunlight and Shadow: The Newbury Marshes,Martin Johnson Heade,oil on canvas,Painting,,1871.0,1875.0,126145,https://api.nga.gov/iiif/0a11bd7a-9993-4e27-939d-dc264bb2cba4,"https://api.nga.gov/iiif/0a11bd7a-9993-4e27-939d-dc264bb2cba4/full/!200,200/0/default.jpg",1
177779,"Tourn Mountain, Head Quarters of Washington, Rockland Co., New York",Jasper Francis Cropsey,oil on canvas,Painting,,1851.0,1851.0,177779,https://api.nga.gov/iiif/9687511d-46ab-4830-b276-859bee80eb6d,"https://api.nga.gov/iiif/9687511d-46ab-4830-b276-859bee80eb6d/full/!200,200/0/default.jpg",1
50585,Spearing by Moonlight - Chaco,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50585,https://api.nga.gov/iiif/d32f10af-c491-45c2-97cf-594a9ec3552c,"https://api.nga.gov/iiif/d32f10af-c491-45c2-97cf-594a9ec3552c/full/!200,200/0/default.jpg",1
45863,Aphia Salisbury Rich and Baby Edward,Milton W. Hopkins,oil on wood,Painting,,1833.0,1833.0,45863,https://api.nga.gov/iiif/e395f34f-6196-4e96-916e-452326b894c2,"https://api.nga.gov/iiif/e395f34f-6196-4e96-916e-452326b894c2/full/!200,200/0/default.jpg",1
360,Giovanni II Bentivoglio,Ercole de' Roberti,tempera on poplar panel,Painting,,1474.0,1477.0,360,https://api.nga.gov/iiif/5f5c2a70-2986-483f-8e16-b43669dc3e6c,"https://api.nga.gov/iiif/5f5c2a70-2986-483f-8e16-b43669dc3e6c/full/!200,200/0/default.jpg",1
12125,The Baptism of Christ,Alessandro Magnasco,oil on canvas,Painting,,1740.0,1740.0,12125,https://api.nga.gov/iiif/4e4b72ae-9903-4515-b017-e76053cc12d5,"https://api.nga.gov/iiif/4e4b72ae-9903-4515-b017-e76053cc12d5/full/!200,200/0/default.jpg",1
32591,Joseph Dugan,Thomas Sully,oil on canvas,Painting,,1810.0,1810.0,32591,https://api.nga.gov/iiif/e021239f-5307-48bb-ba50-f721721a5352,"https://api.nga.gov/iiif/e021239f-5307-48bb-ba50-f721721a5352/full/!200,200/0/default.jpg",1
367,The Virgin Annunciate,Masolino da Panicale,tempera (?) on panel,Painting,,1430.0,1430.0,367,https://api.nga.gov/iiif/a79828c0-776e-492c-a89d-cd2f7dabeadd,"https://api.nga.gov/iiif/a79828c0-776e-492c-a89d-cd2f7dabeadd/full/!200,200/0/default.jpg",1
46113,Madame David,Jacques-Louis David,oil on canvas,Painting,,1813.0,1813.0,46113,https://api.nga.gov/iiif/96140f3f-0521-47de-9d75-ed0b8b7d30f1,"https://api.nga.gov/iiif/96140f3f-0521-47de-9d75-ed0b8b7d30f1/full/!200,200/0/default.jpg",1
46481,On the Beach,Eugène Boudin,oil on wood,Painting,,1894.0,1894.0,46481,https://api.nga.gov/iiif/23a2e880-4b64-4ac1-95de-42f391a759ea,"https://api.nga.gov/iiif/23a2e880-4b64-4ac1-95de-42f391a759ea/full/!200,200/0/default.jpg",1
