objectid,title,attribution,medium,classification,subclassification,beginyear,endyear,depictstmsobjectid,iiifurl,iiifthumburl,openaccess
368,Saint Florian,Francesco del Cossa,tempera on poplar panel,Painting,,1473.0,1474.0,368,https://api.nga.gov/iiif/a34b93be-3903-47a5-a8ea-4915003a7ac4,"https://api.nga.gov/iiif/a34b93be-3903-47a5-a8ea-4915003a7ac4/full/!200,200/0/default.jpg",1
43640,"Washington, the Mason",American 19th Century,oil on canvas,Painting,,1868.0,1868.0,43640,https://api.nga.gov/iiif/d50b902a-e81d-44b8-9f6e-e525585cc5f2,"https://api.nga.gov/iiif/d50b902a-e81d-44b8-9f6e-e525585cc5f2/full/!200,200/0/default.jpg",1
46552,Nude on a Divan,Amedeo Modigliani,oil on canvas,Painting,,1918.0,1918.0,46552,https://api.nga.gov/iiif/336d6784-a562-4bec-9a1e-bbc61054fd49,"https://api.nga.gov/iiif/336d6784-a562-4bec-9a1e-bbc61054fd49/full/!200,200/0/default.jpg",1
99280,The Meeting of David and Abigail,Sir Peter Paul Rubens,oil on panel,Painting,,1630.0,1630.0,99280,https://api.nga.gov/iiif/03f80b1e-7843-4562-a0da-2f7693c7d82b,"https://api.nga.gov/iiif/03f80b1e-7843-4562-a0da-2f7693c7d82b/full/!200,200/0/default.jpg",1
61246,Masked Ball at the Opera,Edouard Manet,oil on canvas,Painting,,1873.0,1873.0,61246,https://api.nga.gov/iiif/67379c7a-3255-40a9-8716-13af1c46356a,"https://api.nga.gov/iiif/67379c7a-3255-40a9-8716-13af1c46356a/full/!200,200/0/default.jpg",1
42420,"Berks County Almshouse, 1878",Charles C. Hofmann,oil on zinc,Painting,,1878.0,1878.0,42420,https://api.nga.gov/iiif/69488295-78f1-4671-b868-7a8f377d3b90,"https://api.nga.gov/iiif/69488295-78f1-4671-b868-7a8f377d3b90/full/!200,200/0/default.jpg",1
46690,The Road in the Woods,Alfred Sisley,oil on canvas,Painting,,1879.0,1879.0,46690,https://api.nga.gov/iiif/4b9ac5d4-7ce4-4259-a28e-d8bbe6794ffe,"https://api.nga.gov/iiif/4b9ac5d4-7ce4-4259-a28e-d8bbe6794ffe/full/!200,200/0/default.jpg",1
50484,"Buffalo Chase, with Accidents",George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50484,https://api.nga.gov/iiif/0ee4ce32-e06d-463a-9c37-a1390168525e,"https://api.nga.gov/iiif/0ee4ce32-e06d-463a-9c37-a1390168525e/full/!200,200/0/default.jpg",1
46135,The Rest on the Flight into Egypt,Maerten van Heemskerck,oil on panel,Painting,,1530.0,1530.0,46135,https://api.nga.gov/iiif/a23b9d89-97d2-4407-bfb2-143ccd7dc47d,"https://api.nga.gov/iiif/a23b9d89-97d2-4407-bfb2-143ccd7dc47d/full/!200,200/0/default.jpg",1
46179,The Judgment of Paris,Giovanni Sons,oil on canvas,Painting,,1550.0,1599.0,46179,https://api.nga.gov/iiif/41b0f442-418f-477b-93cd-5518a723e38a,"https://api.nga.gov/iiif/41b0f442-418f-477b-93cd-5518a723e38a/full/!200,200/0/default.jpg",1
45640,The Meeting of Abraham and Melchizedek,Sir Peter Paul Rubens,oil on panel,Painting,,1626.0,1626.0,45640,https://api.nga.gov/iiif/5b1fe0fa-1bad-4820-a77e-586d8cfcd481,"https://api.nga.gov/iiif/5b1fe0fa-1bad-4820-a77e-586d8cfcd481/full/!200,200/0/default.jpg",1
32582,Charles Carnan Ridgely,Thomas Sully,oil on canvas,Painting,,1820.0,1820.0,32582,https://api.nga.gov/iiif/88537502-0c26-4371-bca4-26f96ca8c845,"https://api.nga.gov/iiif/88537502-0c26-4371-bca4-26f96ca8c845/full/!200,200/0/default.jpg",1
50426,"Seminolee Indians, Prisoners at Fort Moultrie",George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50426,https://api.nga.gov/iiif/e61caf62-535b-4229-a391-c7be92231e07,"https://api.nga.gov/iiif/e61caf62-535b-4229-a391-c7be92231e07/full/!200,200/0/default.jpg",1
50384,An Aged Minatarree Chief and His Family,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50384,https://api.nga.gov/iiif/71225985-de9d-400c-819b-83f60528a109,"https://api.nga.gov/iiif/71225985-de9d-400c-819b-83f60528a109/full/!200,200/0/default.jpg",1
41604,Nymphs Feeding the Child Jupiter,Follower of Nicolas Poussin,oil on canvas,Painting,,1650.0,1650.0,41604,https://api.nga.gov/iiif/fb490bdd-68a8-4cc2-84dc-e3422d396ca9,"https://api.nga.gov/iiif/fb490bdd-68a8-4cc2-84dc-e3422d396ca9/full/!200,200/0/default.jpg",1
166454,The Old Westover House,Edward Lamson Henry,oil on paperboard,Painting,,1869.0,1869.0,166454,https://api.nga.gov/iiif/860faa92-f025-4916-b90f-55b8dcfdc277,"https://api.nga.gov/iiif/860faa92-f025-4916-b90f-55b8dcfdc277/full/!200,200/0/default.jpg",1
50255,Carlo and Ubaldo Resisting the Enchantments of Armida's Nymphs,Gian Antonio Guardi and Francesco Guardi,oil on canvas,Painting,,1750.0,1755.0,50255,https://api.nga.gov/iiif/2eea6d86-1364-44ee-a4fe-cbada9e33087,"https://api.nga.gov/iiif/2eea6d86-1364-44ee-a4fe-cbada9e33087/full/!200,200/0/default.jpg",1
50549,Orejona Chief and Family,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50549,https://api.nga.gov/iiif/f4c1a14d-a826-4b05-ba30-846503425393,"https://api.nga.gov/iiif/f4c1a14d-a826-4b05-ba30-846503425393/full/!200,200/0/default.jpg",1
41674,The Dream of Saint Catherine of Alexandria,Lodovico Carracci,oil on canvas,Painting,,1593.0,1593.0,41674,https://api.nga.gov/iiif/ac8f5001-54a0-4bdd-8b7b-97950b4299e4,"https://api.nga.gov/iiif/ac8f5001-54a0-4bdd-8b7b-97950b4299e4/full/!200,200/0/default.jpg",1
61352,Little Girl in White (Queenie Burnett),George Bellows,oil on canvas,Painting,,1907.0,1907.0,61352,https://api.nga.gov/iiif/f42689b5-9c2c-42b5-abb7-7598a42988f2,"https://api.nga.gov/iiif/f42689b5-9c2c-42b5-abb7-7598a42988f2/full/!200,200/0/default.jpg",1
53149,The Choristers,Alessandro Magnasco,oil on canvas,Painting,,1740.0,1745.0,53149,https://api.nga.gov/iiif/259bb66c-762d-426a-89e3-851d553988db,"https://api.nga.gov/iiif/259bb66c-762d-426a-89e3-851d553988db/full/!200,200/0/default.jpg",1
46054,St. Dionysius,Portuguese 15th Century,oil on panel,Painting,,1475.0,1500.0,46054,https://api.nga.gov/iiif/a04287a1-4953-46a0-8b28-0ddd62711544,"https://api.nga.gov/iiif/a04287a1-4953-46a0-8b28-0ddd62711544/full/!200,200/0/default.jpg",1
147,Saint Apollonia Destroys a Pagan Idol,Giovanni d'Alemagna,tempera on poplar panel,Painting,,1442.0,1445.0,147,https://api.nga.gov/iiif/d1eead36-4fdb-4e08-ac4d-50c91a4b8a00,"https://api.nga.gov/iiif/d1eead36-4fdb-4e08-ac4d-50c91a4b8a00/full/!200,200/0/default.jpg",1
1,Saint Paul and a Group of Worshippers,Bernardo Daddi,tempera on panel,Painting,,1333.0,1333.0,1,https://api.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a,"https://api.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a/full/!200,200/0/default.jpg",1
50420,Ojibbeway Indians in Paris,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50420,https://api.nga.gov/iiif/c2fdd68d-5395-4944-9297-21fc0df22986,"https://api.nga.gov/iiif/c2fdd68d-5395-4944-9297-21fc0df22986/full/!200,200/0/default.jpg",1
1111,Commodore Thomas Macdonough,Gilbert Stuart,oil on wood,Painting,,1815.0,1818.0,1111,https://api.nga.gov/iiif/c5e7655f-5714-4f90-8d93-cdc7c5776f2d,"https://api.nga.gov/iiif/c5e7655f-5714-4f90-8d93-cdc7c5776f2d/full/!200,200/0/default.jpg",1
157388,A Fleet at Sea,Hendrick Cornelisz Vroom,oil on canvas,Painting,,1614.0,1614.0,157388,https://api.nga.gov/iiif/2c50a33e-f24b-4a36-a27d-ccc2f46e0a92,"https://api.nga.gov/iiif/2c50a33e-f24b-4a36-a27d-ccc2f46e0a92/full/!200,200/0/default.jpg",1
45889,The Holy Family with Saint Anne and the Infant John the Baptist,El Greco (Domenikos Theotokopoulos),oil on canvas,Painting,,1595.0,1600.0,45889,https://api.nga.gov/iiif/57c9e253-fe58-47fb-ab1f-80176b9f65ed,"https://api.nga.gov/iiif/57c9e253-fe58-47fb-ab1f-80176b9f65ed/full/!200,200/0/default.jpg",1
72165,The Chaperone,Thomas Eakins,oil on canvas,Painting,,1908.0,1908.0,72165,https://api.nga.gov/iiif/c48960dd-ffe9-4602-9b5e-68802f699053,"https://api.nga.gov/iiif/c48960dd-ffe9-4602-9b5e-68802f699053/full/!200,200/0/default.jpg",1
111194,The Shipwreck,Claude-Joseph Vernet,oil on canvas,Painting,,1772.0,1772.0,111194,https://api.nga.gov/iiif/e5783ee7-1f28-4a83-95ad-e7907a34202e,"https://api.nga.gov/iiif/e5783ee7-1f28-4a83-95ad-e7907a34202e/full/!200,200/0/default.jpg",1
228925,Saint Barbara,Portuguese 15th Century,oil on panel,Painting,,1475.0,1500.0,228925,https://api.nga.gov/iiif/4d3cccf0-ae12-46ba-83a0-11c941cf520e,"https://api.nga.gov/iiif/4d3cccf0-ae12-46ba-83a0-11c941cf520e/full/!200,200/0/default.jpg",1
45955,The Westwood Children,Joshua Johnson,oil on canvas,Painting,,1807.0,1807.0,45955,https://api.nga.gov/iiif/3985dde4-8475-4df9-8ef8-5829de574a26,"https://api.nga.gov/iiif/3985dde4-8475-4df9-8ef8-5829de574a26/full/!200,200/0/default.jpg",1
42497,Farmhouse in Mahantango Valley,American 19th Century,oil on canvas,Painting,,1850.0,1899.0,42497,https://api.nga.gov/iiif/b1ce4b8d-bb10-4989-a8a5-cc5c27e359b3,"https://api.nga.gov/iiif/b1ce4b8d-bb10-4989-a8a5-cc5c27e359b3/full/!200,200/0/default.jpg",1
51140,Archery Contest,Chinese Qing Dynasty,oil on cotton,Painting,,1800.0,1899.0,51140,https://api.nga.gov/iiif/e0812330-4915-4452-9b71-a0bac1147a07,"https://api.nga.gov/iiif/e0812330-4915-4452-9b71-a0bac1147a07/full/!200,200/0/default.jpg",1
50618,Spearing by Torchlight,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50618,https://api.nga.gov/iiif/06ebf314-cb15-47da-9298-f5c40473059d,"https://api.nga.gov/iiif/06ebf314-cb15-47da-9298-f5c40473059d/full/!200,200/0/default.jpg",1
131415,Saying Grace,Frans van Mieris,oil on panel,Painting,,1650.0,1655.0,131415,https://api.nga.gov/iiif/59ccdb07-4dd0-4c99-8742-6cf564e140e2,"https://api.nga.gov/iiif/59ccdb07-4dd0-4c99-8742-6cf564e140e2/full/!200,200/0/default.jpg",1
50640,"La Salle's Party Entering the Mississippi in Canoes.  February 6, 1682",George Catlin,oil on canvas,Painting,,1847.0,1848.0,50640,https://api.nga.gov/iiif/2ff744b6-0e2a-490f-bbf7-886be7ee8fb7,"https://api.nga.gov/iiif/2ff744b6-0e2a-490f-bbf7-886be7ee8fb7/full/!200,200/0/default.jpg",1
195115,Le Havre,Eugène Boudin,oil on canvas,Painting,,1883.0,1883.0,195115,https://api.nga.gov/iiif/fa591eb0-29d2-44fb-81e7-42d25e8642b0,"https://api.nga.gov/iiif/fa591eb0-29d2-44fb-81e7-42d25e8642b0/full/!200,200/0/default.jpg",1
41636,Saint Judas Thaddeus,Simone Martini,tempera on panel,Painting,,1315.0,1320.0,41636,https://api.nga.gov/iiif/ce6b3e55-a43c-4555-949d-f6bf60600bce,"https://api.nga.gov/iiif/ce6b3e55-a43c-4555-949d-f6bf60600bce/full/!200,200/0/default.jpg",1
1199,The Circumcision,Rembrandt van Rijn,oil on canvas,Painting,,1661.0,1661.0,1199,https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf,"https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf/full/!200,200/0/default.jpg",1
215580,Waterfall with Log Cabins,Allart van Everdingen,oil on canvas,Painting,,1665.0,1670.0,215580,https://api.nga.gov/iiif/34fe1964-645f-4511-9653-703ec710c18a,"https://api.nga.gov/iiif/34fe1964-645f-4511-9653-703ec710c18a/full/!200,200/0/default.jpg",1
139458,River Landscape with Ferry,Salomon van Ruysdael,oil on canvas,Painting,,1649.0,1649.0,139458,https://api.nga.gov/iiif/53d4f9d0-0c6c-4e01-a858-733f9a6ed60e,"https://api.nga.gov/iiif/53d4f9d0-0c6c-4e01-a858-733f9a6ed60e/full/!200,200/0/default.jpg",1
34067,A Painter and Visitors in a Studio,Unknown 19th Century,oil on paper on canvas,Painting,,1835.0,1835.0,34067,https://api.nga.gov/iiif/568d1621-5f36-4611-8035-237bb9ac178c,"https://api.nga.gov/iiif/568d1621-5f36-4611-8035-237bb9ac178c/full/!200,200/0/default.jpg",1
50550,Orejona Indians,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50550,https://api.nga.gov/iiif/e9f5fd32-a8d9-41ce-aba7-53712ce7b252,"https://api.nga.gov/iiif/e9f5fd32-a8d9-41ce-aba7-53712ce7b252/full/!200,200/0/default.jpg",1
50369,A Pawnee Chief with Two Warriors,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50369,https://api.nga.gov/iiif/d3dbb5b9-0b71-4b7d-8ad2-18fcfdf06757,"https://api.nga.gov/iiif/d3dbb5b9-0b71-4b7d-8ad2-18fcfdf06757/full/!200,200/0/default.jpg",1
1135,A Gentleman of the Morris Family,John Wollaston,oil on canvas,Painting,,1749.0,1752.0,1135,https://api.nga.gov/iiif/28ded22f-0ade-446c-bed7-8870c91d319c,"https://api.nga.gov/iiif/28ded22f-0ade-446c-bed7-8870c91d319c/full/!200,200/0/default.jpg",1
50598,Painting the Tobos Chief,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50598,https://api.nga.gov/iiif/7d903b68-1435-4b80-ab8d-5f8b95b433c8,"https://api.nga.gov/iiif/7d903b68-1435-4b80-ab8d-5f8b95b433c8/full/!200,200/0/default.jpg",1
407,Madonna and Child,Carlo Crivelli,tempera on panel,Painting,,1490.0,1490.0,407,https://api.nga.gov/iiif/d03d911a-9d6d-4eb5-ab44-298db3d40c10,"https://api.nga.gov/iiif/d03d911a-9d6d-4eb5-ab44-298db3d40c10/full/!200,200/0/default.jpg",1
52965,Sisters in Black Aprons,American 19th Century,oil on canvas,Painting,,1835.0,1840.0,52965,https://api.nga.gov/iiif/b0527c01-a248-4cb8-b21c-af94611a5fc8,"https://api.nga.gov/iiif/b0527c01-a248-4cb8-b21c-af94611a5fc8/full/!200,200/0/default.jpg",1
50295,Peaceful Valley,Alexander Helwig Wyant,oil on canvas,Painting,,1872.0,1872.0,50295,https://api.nga.gov/iiif/d5d2e9fe-0964-4067-8e2f-23a45fea5f7d,"https://api.nga.gov/iiif/d5d2e9fe-0964-4067-8e2f-23a45fea5f7d/full/!200,200/0/default.jpg",1
43437,Probably Sarah Cook Arnold Knitting,American 19th Century,oil on wood,Painting,,1830.0,1830.0,43437,https://api.nga.gov/iiif/bd20452c-43e4-4728-bd77-84b8181753a6,"https://api.nga.gov/iiif/bd20452c-43e4-4728-bd77-84b8181753a6/full/!200,200/0/default.jpg",1
61391,Oedipus Cursing His Son Polynices,Henry Fuseli,oil on canvas,Painting,,1786.0,1786.0,61391,https://api.nga.gov/iiif/64f98f88-fb97-44a6-8ac1-2c57f4a2f10b,"https://api.nga.gov/iiif/64f98f88-fb97-44a6-8ac1-2c57f4a2f10b/full/!200,200/0/default.jpg",1
161,Christ on the Cross [reverse],Andrea di Bartolo,tempera on panel,Painting,,1380.0,1390.0,161,https://api.nga.gov/iiif/ba6cc0b7-8f4a-481d-9da5-f6347181902c,"https://api.nga.gov/iiif/ba6cc0b7-8f4a-481d-9da5-f6347181902c/full/!200,200/0/default.jpg",1
1113,Catherine Yates Pollock (Mrs. George Pollock),Gilbert Stuart,oil on canvas,Painting,,1793.0,1794.0,1113,https://api.nga.gov/iiif/e53a90e0-0e1e-44f8-b213-90511c41696e,"https://api.nga.gov/iiif/e53a90e0-0e1e-44f8-b213-90511c41696e/full/!200,200/0/default.jpg",1
43643,Memory Copy of Holbein's Erasmus,Alphonse Legros,oil on wood,Painting,,1837.0,1911.0,43643,https://api.nga.gov/iiif/aa9578b2-d777-4f08-94c1-3b82f3dbd509,"https://api.nga.gov/iiif/aa9578b2-d777-4f08-94c1-3b82f3dbd509/full/!200,200/0/default.jpg",1
46524,"Rouen Cathedral, West Façade",Claude Monet,oil on canvas,Painting,,1894.0,1894.0,46524,https://api.nga.gov/iiif/413faf9b-5d86-468a-8363-eea43c7fe9ba,"https://api.nga.gov/iiif/413faf9b-5d86-468a-8363-eea43c7fe9ba/full/!200,200/0/default.jpg",1
34105,Dr. John Edwards Holbrook,Daniel Huntington,oil on canvas,Painting,,1857.0,1857.0,34105,https://api.nga.gov/iiif/82c4f800-4a50-468a-b596-419a86a280b1,"https://api.nga.gov/iiif/82c4f800-4a50-468a-b596-419a86a280b1/full/!200,200/0/default.jpg",1
54130,Te Pape Nave Nave (Delectable Waters),Paul Gauguin,oil on canvas,Painting,,1898.0,1898.0,54130,https://api.nga.gov/iiif/b8cbb100-dee4-45de-b225-20dd379b5619,"https://api.nga.gov/iiif/b8cbb100-dee4-45de-b225-20dd379b5619/full/!200,200/0/default.jpg",1
56728,"New York Harbor with Pilot Boat ""George Washington""",Thomas Chambers,oil on canvas,Painting,,1825.0,1874.0,56728,https://api.nga.gov/iiif/155aaf3e-9541-4c0a-8943-decebc32b740,"https://api.nga.gov/iiif/155aaf3e-9541-4c0a-8943-decebc32b740/full/!200,200/0/default.jpg",1
155712,Peasant Girl with a Straw Hat,Camille Pissarro,oil on canvas,Painting,,1881.0,1881.0,155712,https://api.nga.gov/iiif/973f15d7-f2ab-4002-af7a-19fdd269453c,"https://api.nga.gov/iiif/973f15d7-f2ab-4002-af7a-19fdd269453c/full/!200,200/0/default.jpg",1
52235,Woman at Her Toilette,Edouard Vuillard,oil on cardboard,Painting,,1891.0,1891.0,52235,https://api.nga.gov/iiif/49f2a9e6-4aed-4ab5-98ce-993a0a6de58b,"https://api.nga.gov/iiif/49f2a9e6-4aed-4ab5-98ce-993a0a6de58b/full/!200,200/0/default.jpg",1
121096,Weasels at Play,Franz Marc,oil on canvas,Painting,,1911.0,1911.0,121096,https://api.nga.gov/iiif/726ce5a3-7af2-455e-a82b-21ab9cfddd31,"https://api.nga.gov/iiif/726ce5a3-7af2-455e-a82b-21ab9cfddd31/full/!200,200/0/default.jpg",1
1105,Captain Joseph Anthony,Gilbert Stuart,oil on canvas,Painting,,1794.0,1794.0,1105,https://api.nga.gov/iiif/a45f4cf9-879c-4a1c-a055-1ccdb88b479b,"https://api.nga.gov/iiif/a45f4cf9-879c-4a1c-a055-1ccdb88b479b/full/!200,200/0/default.jpg",1
46597,Four Dancers,Edgar Degas,oil on canvas,Painting,,1899.0,1899.0,46597,https://api.nga.gov/iiif/8677586b-668f-42c9-b76c-f4ab7bdac80d,"https://api.nga.gov/iiif/8677586b-668f-42c9-b76c-f4ab7bdac80d/full/!200,200/0/default.jpg",1
894,A Dominican Preaching,Agnolo degli Erri,tempera on poplar panel,Painting,,1470.0,1470.0,894,https://api.nga.gov/iiif/45949ade-9d91-45dd-875a-3e164f930351,"https://api.nga.gov/iiif/45949ade-9d91-45dd-875a-3e164f930351/full/!200,200/0/default.jpg",1
1193,Rest,Pierre Puvis de Chavannes,oil on canvas,Painting,,1863.0,1863.0,1193,https://api.nga.gov/iiif/540136ab-88fa-429e-9996-26902dd06662,"https://api.nga.gov/iiif/540136ab-88fa-429e-9996-26902dd06662/full/!200,200/0/default.jpg",1
66434,"Child with Toys - Gabrielle and the Artist's Son, Jean",Auguste Renoir,oil on canvas,Painting,,1895.0,1896.0,66434,https://api.nga.gov/iiif/594b2f21-2660-4a52-9c8e-599eb52c9079,"https://api.nga.gov/iiif/594b2f21-2660-4a52-9c8e-599eb52c9079/full/!200,200/0/default.jpg",1
52388,Sarah Homes Tappan (Mrs. Benjamin Tappan),Gilbert Stuart,oil on wood,Painting,,1814.0,1814.0,52388,https://api.nga.gov/iiif/059d898a-723e-4109-a159-fa1198fe5f99,"https://api.nga.gov/iiif/059d898a-723e-4109-a159-fa1198fe5f99/full/!200,200/0/default.jpg",1
219334,"Woman of the ""Orient""",Henri Lehmann,oil on canvas,Painting,,1837.0,1837.0,219334,https://api.nga.gov/iiif/f91fb4d3-6438-4919-a8e9-2dea0dfb6b30,"https://api.nga.gov/iiif/f91fb4d3-6438-4919-a8e9-2dea0dfb6b30/full/!200,200/0/default.jpg",1
34152,Charlotte Morton Dexter (Mrs. Andrew Dexter),"Gilbert Stuart, completed by an unknown artist",oil on wood,Painting,,1808.0,1825.0,34152,https://api.nga.gov/iiif/a06519fa-7fbf-4092-8c93-f79d58dc64da,"https://api.nga.gov/iiif/a06519fa-7fbf-4092-8c93-f79d58dc64da/full/!200,200/0/default.jpg",1
43633,Catherine Brower,MacKay,oil on canvas,Painting,,1791.0,1791.0,43633,https://api.nga.gov/iiif/0f419c7c-d4e0-46d5-a9f0-45b6fb47f0ea,"https://api.nga.gov/iiif/0f419c7c-d4e0-46d5-a9f0-45b6fb47f0ea/full/!200,200/0/default.jpg",1
204932,"Madonna and Child, with Saints Peter and John the Evangelist, and Man of Sorrows [entire triptych]",Nardo di Cione,tempera on panel,Painting,,1360.0,1360.0,204932,https://api.nga.gov/iiif/9b7b1018-b75f-43eb-bbad-9fe0f255f0c3,"https://api.nga.gov/iiif/9b7b1018-b75f-43eb-bbad-9fe0f255f0c3/full/!200,200/0/default.jpg",1
56572,A Pastoral Scene,Asher Brown Durand,oil on canvas,Painting,,1858.0,1858.0,56572,https://api.nga.gov/iiif/a1e155ba-33db-41a1-a93c-5acc1bb25ecb,"https://api.nga.gov/iiif/a1e155ba-33db-41a1-a93c-5acc1bb25ecb/full/!200,200/0/default.jpg",1
35090,"Rialto Bridge, Venice",Follower of Francesco Guardi,oil on wood,Painting,,1770.0,1800.0,35090,https://api.nga.gov/iiif/649827c9-0904-4a03-a23b-612107abd267,"https://api.nga.gov/iiif/649827c9-0904-4a03-a23b-612107abd267/full/!200,200/0/default.jpg",1
1116,Ann Calvert Stuart Robinson (Mrs. William Robinson),Gilbert Stuart,oil on wood,Painting,,1804.0,1804.0,1116,https://api.nga.gov/iiif/cfa0016f-41bd-4e16-a94e-a7e349652ff0,"https://api.nga.gov/iiif/cfa0016f-41bd-4e16-a94e-a7e349652ff0/full/!200,200/0/default.jpg",1
61358,Bathing Time at Deauville,Eugène Boudin,oil on wood,Painting,,1865.0,1865.0,61358,https://api.nga.gov/iiif/a4ebcfef-d85e-4cdb-984d-e4e78d517fa1,"https://api.nga.gov/iiif/a4ebcfef-d85e-4cdb-984d-e4e78d517fa1/full/!200,200/0/default.jpg",1
1131,Portrait of a Lady,Unknown 19th Century,oil on canvas,Painting,,1820.0,1820.0,1131,https://api.nga.gov/iiif/53b4c3fd-5d06-47d1-9e4b-dffa4dc05fca,"https://api.nga.gov/iiif/53b4c3fd-5d06-47d1-9e4b-dffa4dc05fca/full/!200,200/0/default.jpg",1
46502,Madame Alexandre Kohler,Paul Gauguin,oil on linen,Painting,,1887.0,1888.0,46502,https://api.nga.gov/iiif/659b932c-1ffb-4b6b-806e-c095d9ff10f4,"https://api.nga.gov/iiif/659b932c-1ffb-4b6b-806e-c095d9ff10f4/full/!200,200/0/default.jpg",1
52953,Sarah Ogden Gustin,Joshua Johnson,oil on canvas,Painting,,1805.0,1805.0,52953,https://api.nga.gov/iiif/e236ab29-756f-4eb6-a7a8-00b534b40aa8,"https://api.nga.gov/iiif/e236ab29-756f-4eb6-a7a8-00b534b40aa8/full/!200,200/0/default.jpg",1
65,The Suitor's Visit,Gerard ter Borch the Younger,oil on canvas,Painting,,1658.0,1658.0,65,https://api.nga.gov/iiif/ffefb1ed-2abf-4121-8476-64c9802667be,"https://api.nga.gov/iiif/ffefb1ed-2abf-4121-8476-64c9802667be/full/!200,200/0/default.jpg",1
66420,Autumn,Winslow Homer,oil on canvas,Painting,,1877.0,1877.0,66420,https://api.nga.gov/iiif/3d26f129-aa76-4f97-b64d-bc0d4157207c,"https://api.nga.gov/iiif/3d26f129-aa76-4f97-b64d-bc0d4157207c/full/!200,200/0/default.jpg",1
42507,Fruit on a Tray,American 19th Century,watercolor on velveteen (theorem painting),Painting,,1840.0,1840.0,42507,https://api.nga.gov/iiif/aa829214-99b1-4978-8ef7-75bd6d790e2c,"https://api.nga.gov/iiif/aa829214-99b1-4978-8ef7-75bd6d790e2c/full/!200,200/0/default.jpg",1
76208,Basket of Flowers,Balthasar van der Ast,oil on panel,Painting,,1622.0,1622.0,76208,https://api.nga.gov/iiif/7bcebb1e-489c-4b9a-8773-9cd2bfec09e4,"https://api.nga.gov/iiif/7bcebb1e-489c-4b9a-8773-9cd2bfec09e4/full/!200,200/0/default.jpg",1
50494,Fort Union,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50494,https://api.nga.gov/iiif/6d768583-a206-418d-adeb-3d00a138e2f5,"https://api.nga.gov/iiif/6d768583-a206-418d-adeb-3d00a138e2f5/full/!200,200/0/default.jpg",1
499,Portrait of a Man,Alvise Vivarini,oil on panel,Painting,,1495.0,1495.0,499,https://api.nga.gov/iiif/dfc3527e-321a-4678-9032-afbc891c441a,"https://api.nga.gov/iiif/dfc3527e-321a-4678-9032-afbc891c441a/full/!200,200/0/default.jpg",1
