objectid,title,classification,iiifurl,iiifthumburl,openaccess,portrait_like
1,Saint Paul and a Group of Worshippers,Painting,https://api.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a,"https://api.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a/full/!200,200/0/default.jpg",1,True
2,Saint Andrew and Saint Benedict with the Archangel Gabriel [left panel],Painting,https://api.nga.gov/iiif/e8a1acb4-f60a-477a-9bfe-61fa5072c514,"https://api.nga.gov/iiif/e8a1acb4-f60a-477a-9bfe-61fa5072c514/full/!200,200/0/default.jpg",1,True
3,"Madonna and Child Enthroned with Twelve Angels, and with the Blessing Christ [middle panel]",Painting,https://api.nga.gov/iiif/abec1c5b-ee32-450d-9398-5c84f1f8cf14,"https://api.nga.gov/iiif/abec1c5b-ee32-450d-9398-5c84f1f8cf14/full/!200,200/0/default.jpg",1,True
4,Saint Bernard and Saint Catherine of Alexandria with the Virgin of the Annunciation [right panel],Painting,https://api.nga.gov/iiif/e6890364-4d99-4684-a62b-5060ee3c3446,"https://api.nga.gov/iiif/e6890364-4d99-4684-a62b-5060ee3c3446/full/!200,200/0/default.jpg",1,True
5,The Madonna of Humility,Painting,https://api.nga.gov/iiif/e64daf38-38e8-4d0c-acb2-8ff370cc188c,"https://api.nga.gov/iiif/e64daf38-38e8-4d0c-acb2-8ff370cc188c/full/!200,200/0/default.jpg",1,True
6,Saint Anthony Abbot [left panel],Painting,https://api.nga.gov/iiif/e879ab8f-0a66-4d84-8f7c-bafd62d662ee,"https://api.nga.gov/iiif/e879ab8f-0a66-4d84-8f7c-bafd62d662ee/full/!200,200/0/default.jpg",1,True
7,Madonna and Child Enthroned with Four Saints and Eighteen Angels [middle panel],Painting,https://api.nga.gov/iiif/a0458b44-8db7-4694-8a03-349003ec91a7,"https://api.nga.gov/iiif/a0458b44-8db7-4694-8a03-349003ec91a7/full/!200,200/0/default.jpg",1,True
8,Saint Venantius [right panel],Painting,https://api.nga.gov/iiif/ace92898-3191-42e2-b849-1be58081903f,"https://api.nga.gov/iiif/ace92898-3191-42e2-b849-1be58081903f/full/!200,200/0/default.jpg",1,True
9,The Madonna of Humility,Painting,https://api.nga.gov/iiif/955ee859-1172-48d6-b5b3-189857de82f0,"https://api.nga.gov/iiif/955ee859-1172-48d6-b5b3-189857de82f0/full/!200,200/0/default.jpg",1,True
11,Madonna and Child with Angels and Cherubim,Painting,https://api.nga.gov/iiif/f25a6288-be3b-4d0f-8294-ce88b012e6b8,"https://api.nga.gov/iiif/f25a6288-be3b-4d0f-8294-ce88b012e6b8/full/!200,200/0/default.jpg",1,True
13,Madonna and Child with Donor,Painting,https://api.nga.gov/iiif/17e4af9c-94aa-4723-b20c-e559b4ba43ac,"https://api.nga.gov/iiif/17e4af9c-94aa-4723-b20c-e559b4ba43ac/full/!200,200/0/default.jpg",1,True
13,Madonna and Child with Donor,Painting,https://api.nga.gov/iiif/8e81c3c7-f5c7-4832-888a-9469d9890bed,"https://api.nga.gov/iiif/8e81c3c7-f5c7-4832-888a-9469d9890bed/full/!200,200/0/default.jpg",1,True
16,Profile Portrait of a Young Man,Painting,https://api.nga.gov/iiif/4dcb3933-93d5-4dda-afb8-dc91555ea573,"https://api.nga.gov/iiif/4dcb3933-93d5-4dda-afb8-dc91555ea573/full/!200,200/0/default.jpg",1,True
19,Portrait of a Man,Painting,https://api.nga.gov/iiif/a21cc457-7ddf-4c4d-9934-8039bc919864,"https://api.nga.gov/iiif/a21cc457-7ddf-4c4d-9934-8039bc919864/full/!200,200/0/default.jpg",1,True
20,The Adoration of the Child,Painting,https://api.nga.gov/iiif/d80a9e0f-0424-46ba-86f1-afd821e843b4,"https://api.nga.gov/iiif/d80a9e0f-0424-46ba-86f1-afd821e843b4/full/!200,200/0/default.jpg",1,True
21,Portrait of a Youth,Painting,https://api.nga.gov/iiif/fb441731-b7ea-4972-a1f4-51184adaddc9,"https://api.nga.gov/iiif/fb441731-b7ea-4972-a1f4-51184adaddc9/full/!200,200/0/default.jpg",1,True
22,Portrait of a Youth,Painting,https://api.nga.gov/iiif/48990066-145b-49d2-bf4e-186de168f7c9,"https://api.nga.gov/iiif/48990066-145b-49d2-bf4e-186de168f7c9/full/!200,200/0/default.jpg",1,True
23,Madonna and Child,Painting,https://api.nga.gov/iiif/b648ebba-7bc6-45ab-a41d-7fd20b0918ea,"https://api.nga.gov/iiif/b648ebba-7bc6-45ab-a41d-7fd20b0918ea/full/!200,200/0/default.jpg",1,True
25,Profile Portrait of a Lady,Painting,https://api.nga.gov/iiif/82e62b74-1316-4ed3-9bf2-504e3939edec,"https://api.nga.gov/iiif/82e62b74-1316-4ed3-9bf2-504e3939edec/full/!200,200/0/default.jpg",1,True
26,The Alba Madonna,Painting,https://api.nga.gov/iiif/f033a552-2901-4c21-95ed-93d13e598632,"https://api.nga.gov/iiif/f033a552-2901-4c21-95ed-93d13e598632/full/!200,200/0/default.jpg",1,True
27,The Niccolini-Cowper Madonna,Painting,https://api.nga.gov/iiif/2ac0a514-b560-4a49-b533-9b4951d5bf2c,"https://api.nga.gov/iiif/2ac0a514-b560-4a49-b533-9b4951d5bf2c/full/!200,200/0/default.jpg",1,True
28,Saint George and the Dragon,Painting,https://api.nga.gov/iiif/a6a8ceef-d4ab-4318-a6d1-9d369737156e,"https://api.nga.gov/iiif/a6a8ceef-d4ab-4318-a6d1-9d369737156e/full/!200,200/0/default.jpg",1,True
29,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene [left panel]",Painting,https://api.nga.gov/iiif/b43e331e-ede9-44ca-a276-0b8806630fbd,"https://api.nga.gov/iiif/b43e331e-ede9-44ca-a276-0b8806630fbd/full/!200,200/0/default.jpg",1,True
30,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene [middle panel]",Painting,https://api.nga.gov/iiif/63049d6b-06b2-4e4b-9443-532df5b30fa7,"https://api.nga.gov/iiif/63049d6b-06b2-4e4b-9443-532df5b30fa7/full/!200,200/0/default.jpg",1,True
31,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene [right panel]",Painting,https://api.nga.gov/iiif/49cffd8d-5c06-4628-9369-1b6bdb3e7b90,"https://api.nga.gov/iiif/49cffd8d-5c06-4628-9369-1b6bdb3e7b90/full/!200,200/0/default.jpg",1,True
33,Christ Blessing,Painting,https://api.nga.gov/iiif/db7a87a5-e219-49fc-a3f3-0ef2248d33a3,"https://api.nga.gov/iiif/db7a87a5-e219-49fc-a3f3-0ef2248d33a3/full/!200,200/0/default.jpg",1,True
34,Saint Peter,Painting,https://api.nga.gov/iiif/6c812e1a-db84-4ec1-98cf-ad67e177a4fc,"https://api.nga.gov/iiif/6c812e1a-db84-4ec1-98cf-ad67e177a4fc/full/!200,200/0/default.jpg",1,True
35,Madonna and Child on a Curved Throne,Painting,https://api.nga.gov/iiif/0913b166-8770-4215-a3c5-b89b606e0f02,"https://api.nga.gov/iiif/0913b166-8770-4215-a3c5-b89b606e0f02/full/!200,200/0/default.jpg",1,True
36,Portrait of a Young Man in Red,Painting,https://api.nga.gov/iiif/f38f8f22-620e-4ff3-a2bf-22b719002e17,"https://api.nga.gov/iiif/f38f8f22-620e-4ff3-a2bf-22b719002e17/full/!200,200/0/default.jpg",1,True
37,Madonna and Child,Painting,https://api.nga.gov/iiif/ce218ff9-837d-41f9-80dd-d9578995013c,"https://api.nga.gov/iiif/ce218ff9-837d-41f9-80dd-d9578995013c/full/!200,200/0/default.jpg",1,True
38,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/8297c11b-591d-4b1e-832b-ee2bb9bec53e,"https://api.nga.gov/iiif/8297c11b-591d-4b1e-832b-ee2bb9bec53e/full/!200,200/0/default.jpg",1,True
39,Saint Jerome in the Wilderness,Painting,https://api.nga.gov/iiif/8c0c3a8f-aa9f-43d4-8f60-ac44d48add75,"https://api.nga.gov/iiif/8c0c3a8f-aa9f-43d4-8f60-ac44d48add75/full/!200,200/0/default.jpg",1,True
40,Madonna and Child with Saint Jerome and Saint John the Baptist,Painting,https://api.nga.gov/iiif/3ec34856-8851-4913-8af2-a58605f45d2a,"https://api.nga.gov/iiif/3ec34856-8851-4913-8af2-a58605f45d2a/full/!200,200/0/default.jpg",1,True
43,Madonna and Child and the Infant Saint John in a Landscape,Painting,https://api.nga.gov/iiif/9bc6943e-0f09-4861-b665-fc4b0a7c29d1,"https://api.nga.gov/iiif/9bc6943e-0f09-4861-b665-fc4b0a7c29d1/full/!200,200/0/default.jpg",1,True
44,Portrait of a Lady,Painting,https://api.nga.gov/iiif/1d9a19ac-3dae-4576-b4f6-39e1ce655fb4,"https://api.nga.gov/iiif/1d9a19ac-3dae-4576-b4f6-39e1ce655fb4/full/!200,200/0/default.jpg",1,True
48,Madonna and Child with Angels,Painting,https://api.nga.gov/iiif/c4823e40-c213-4d32-a42b-56bd2330a6c5,"https://api.nga.gov/iiif/c4823e40-c213-4d32-a42b-56bd2330a6c5/full/!200,200/0/default.jpg",1,True
49,Portrait of a Man with an Arrow,Painting,https://api.nga.gov/iiif/8835af10-db33-41e3-8684-4fc3117c2a15,"https://api.nga.gov/iiif/8835af10-db33-41e3-8684-4fc3117c2a15/full/!200,200/0/default.jpg",1,True
51,Portrait of a Lady,Painting,https://api.nga.gov/iiif/513e34ae-b923-4aed-a85d-453d1a3b4fa3,"https://api.nga.gov/iiif/513e34ae-b923-4aed-a85d-453d1a3b4fa3/full/!200,200/0/default.jpg",1,True
52,Christ Appearing to the Virgin,Painting,https://api.nga.gov/iiif/89d562d2-a933-4218-bb2a-2e0f325af98b,"https://api.nga.gov/iiif/89d562d2-a933-4218-bb2a-2e0f325af98b/full/!200,200/0/default.jpg",1,True
53,Portrait of Diego de Guevara (?),Painting,https://api.nga.gov/iiif/ed2ea547-9cc6-437f-9068-af7f4a916c9d,"https://api.nga.gov/iiif/ed2ea547-9cc6-437f-9068-af7f4a916c9d/full/!200,200/0/default.jpg",1,True
58,"Henry, Duke of Gloucester",Painting,https://api.nga.gov/iiif/51c903d0-02a1-404b-bf92-1e3942c02fef,"https://api.nga.gov/iiif/51c903d0-02a1-404b-bf92-1e3942c02fef/full/!200,200/0/default.jpg",1,True
59,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/2b2c95ba-68bc-4a33-a23e-878bc480e874,"https://api.nga.gov/iiif/2b2c95ba-68bc-4a33-a23e-878bc480e874/full/!200,200/0/default.jpg",1,True
60,Girl with the Red Hat,Painting,https://api.nga.gov/iiif/b705a403-3496-42e8-abf5-a37e34c32198,"https://api.nga.gov/iiif/b705a403-3496-42e8-abf5-a37e34c32198/full/!200,200/0/default.jpg",1,True
62,The Smiling Girl,Painting,https://api.nga.gov/iiif/53b11b32-8e95-41d4-bb53-a55931823419,"https://api.nga.gov/iiif/53b11b32-8e95-41d4-bb53-a55931823419/full/!200,200/0/default.jpg",1,True
70,An Old Woman Dozing over a Book,Painting,https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7,"https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7/full/!200,200/0/default.jpg",1,True
71,Edward VI as a Child,Painting,https://api.nga.gov/iiif/1dc17d78-131c-4356-a589-bf467189f568,"https://api.nga.gov/iiif/1dc17d78-131c-4356-a589-bf467189f568/full/!200,200/0/default.jpg",1,True
73,Portrait of a Man,Painting,https://api.nga.gov/iiif/f1f31fa5-b457-4859-8fff-3da617967212,"https://api.nga.gov/iiif/f1f31fa5-b457-4859-8fff-3da617967212/full/!200,200/0/default.jpg",1,True
74,Portrait of a Woman Aged Sixty,Painting,https://api.nga.gov/iiif/e54612e0-b093-41c7-ba14-cf92a4a6f976,"https://api.nga.gov/iiif/e54612e0-b093-41c7-ba14-cf92a4a6f976/full/!200,200/0/default.jpg",1,True
75,Portrait of a Member of the Haarlem Civic Guard,Painting,https://api.nga.gov/iiif/b808602f-f402-444c-93ec-90d1f414abd9,"https://api.nga.gov/iiif/b808602f-f402-444c-93ec-90d1f414abd9/full/!200,200/0/default.jpg",1,True
76,Willem Coymans,Painting,https://api.nga.gov/iiif/b82f01d7-de9a-4e6d-8b9a-9660e290d60d,"https://api.nga.gov/iiif/b82f01d7-de9a-4e6d-8b9a-9660e290d60d/full/!200,200/0/default.jpg",1,True
78,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/65a7f1b6-4a06-40c7-a7a9-92bab9d5e63e,"https://api.nga.gov/iiif/65a7f1b6-4a06-40c7-a7a9-92bab9d5e63e/full/!200,200/0/default.jpg",1,True
79,Self-Portrait,Painting,https://api.nga.gov/iiif/5dc133fb-5304-4ccb-b715-9361f638f281,"https://api.nga.gov/iiif/5dc133fb-5304-4ccb-b715-9361f638f281/full/!200,200/0/default.jpg",1,True
80,An Old Lady with a Book,Painting,https://api.nga.gov/iiif/d11ecc48-9cf8-482f-bf63-8ec3238816ef,"https://api.nga.gov/iiif/d11ecc48-9cf8-482f-bf63-8ec3238816ef/full/!200,200/0/default.jpg",1,True
81,A Girl with a Broom,Painting,https://api.nga.gov/iiif/512c09a1-03fd-415e-a5af-6df1f2101e70,"https://api.nga.gov/iiif/512c09a1-03fd-415e-a5af-6df1f2101e70/full/!200,200/0/default.jpg",1,True
82,A Woman Holding a Pink,Painting,https://api.nga.gov/iiif/9ceabc07-1d61-46f4-bf5c-43635552f2d9,"https://api.nga.gov/iiif/9ceabc07-1d61-46f4-bf5c-43635552f2d9/full/!200,200/0/default.jpg",1,True
84,A Young Man Seated at a Table (possibly Govaert Flinck),Painting,https://api.nga.gov/iiif/3ca33a0d-98aa-48ea-ba5a-d56c27ed1ac5,"https://api.nga.gov/iiif/3ca33a0d-98aa-48ea-ba5a-d56c27ed1ac5/full/!200,200/0/default.jpg",1,True
85,A Polish Nobleman,Painting,https://api.nga.gov/iiif/b29d07fb-c785-41af-8c3f-a48045e4013c,"https://api.nga.gov/iiif/b29d07fb-c785-41af-8c3f-a48045e4013c/full/!200,200/0/default.jpg",1,True
88,The Needlewoman,Painting,https://api.nga.gov/iiif/9150722c-f34d-484b-aa58-4079c7e85850,"https://api.nga.gov/iiif/9150722c-f34d-484b-aa58-4079c7e85850/full/!200,200/0/default.jpg",1,True
89,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/1bd606b9-f58c-4d40-8514-f53c63e37dbd,"https://api.nga.gov/iiif/1bd606b9-f58c-4d40-8514-f53c63e37dbd/full/!200,200/0/default.jpg",1,True
90,Saint Ildefonso,Painting,https://api.nga.gov/iiif/a600b632-2bb6-4979-a750-85cee48c24b6,"https://api.nga.gov/iiif/a600b632-2bb6-4979-a750-85cee48c24b6/full/!200,200/0/default.jpg",1,True
91,Saint Martin and the Beggar,Painting,https://api.nga.gov/iiif/853fd837-d70a-4d5f-856c-3dfbf5f109f5,"https://api.nga.gov/iiif/853fd837-d70a-4d5f-856c-3dfbf5f109f5/full/!200,200/0/default.jpg",1,True
93,Charles IV of Spain as Huntsman,Painting,https://api.nga.gov/iiif/d1db37fa-194e-4347-a72a-8d325ce18362,"https://api.nga.gov/iiif/d1db37fa-194e-4347-a72a-8d325ce18362/full/!200,200/0/default.jpg",1,True
102,Lady Elizabeth Delmé and Her Children,Painting,https://api.nga.gov/iiif/72f7cb60-a0e0-40e7-abc6-86f62d5f7b4e,"https://api.nga.gov/iiif/72f7cb60-a0e0-40e7-abc6-86f62d5f7b4e/full/!200,200/0/default.jpg",1,True
103,Lady Mary Templetown and Her Eldest Son,Painting,https://api.nga.gov/iiif/03d67dc2-0626-4dab-83a6-c93bb0026f29,"https://api.nga.gov/iiif/03d67dc2-0626-4dab-83a6-c93bb0026f29/full/!200,200/0/default.jpg",1,True
104,Lady Elizabeth Compton,Painting,https://api.nga.gov/iiif/44489c76-0ee1-4f02-a549-2c916b5269e8,"https://api.nga.gov/iiif/44489c76-0ee1-4f02-a549-2c916b5269e8/full/!200,200/0/default.jpg",1,True
105,George IV as Prince of Wales,Painting,https://api.nga.gov/iiif/9c2046c5-d580-495b-bb72-b0b8e9a507c1,"https://api.nga.gov/iiif/9c2046c5-d580-495b-bb72-b0b8e9a507c1/full/!200,200/0/default.jpg",1,True
113,Lady Caroline Howard,Painting,https://api.nga.gov/iiif/068873bf-6b25-4ff6-8314-17e4647f5cb5,"https://api.nga.gov/iiif/068873bf-6b25-4ff6-8314-17e4647f5cb5/full/!200,200/0/default.jpg",1,True
147,Saint Apollonia Destroys a Pagan Idol,Painting,https://api.nga.gov/iiif/d1eead36-4fdb-4e08-ac4d-50c91a4b8a00,"https://api.nga.gov/iiif/d1eead36-4fdb-4e08-ac4d-50c91a4b8a00/full/!200,200/0/default.jpg",1,True
160,"Madonna of Humility, The Blessing Christ, Two Angels, and a Donor [obverse]",Painting,https://api.nga.gov/iiif/f38ca59b-b629-4268-bf64-f5d089c8cf06,"https://api.nga.gov/iiif/f38ca59b-b629-4268-bf64-f5d089c8cf06/full/!200,200/0/default.jpg",1,True
161,Christ on the Cross [reverse],Painting,https://api.nga.gov/iiif/ba6cc0b7-8f4a-481d-9da5-f6347181902c,"https://api.nga.gov/iiif/ba6cc0b7-8f4a-481d-9da5-f6347181902c/full/!200,200/0/default.jpg",1,True
170,Madonna and Child,Painting,https://api.nga.gov/iiif/d0273882-086e-437d-b0e0-6898631621f6,"https://api.nga.gov/iiif/d0273882-086e-437d-b0e0-6898631621f6/full/!200,200/0/default.jpg",1,True
172,Portrait of a Young Woman,Painting,https://api.nga.gov/iiif/80d61aba-96d4-4858-b0ff-9a5a7e624b48,"https://api.nga.gov/iiif/80d61aba-96d4-4858-b0ff-9a5a7e624b48/full/!200,200/0/default.jpg",1,True
182,The Presentation of the Virgin in the Temple,Painting,https://api.nga.gov/iiif/c9c0f26e-a559-43ab-b517-0384e347ade8,"https://api.nga.gov/iiif/c9c0f26e-a559-43ab-b517-0384e347ade8/full/!200,200/0/default.jpg",1,True
183,The Nativity of the Virgin,Painting,https://api.nga.gov/iiif/789d7bcb-9bb2-4fdc-b049-1c9e8ebcce51,"https://api.nga.gov/iiif/789d7bcb-9bb2-4fdc-b049-1c9e8ebcce51/full/!200,200/0/default.jpg",1,True
205,The Game of the Cooking Pot,Painting,https://api.nga.gov/iiif/f4d9085a-54a4-40a7-b7ca-dbf60ec77152,"https://api.nga.gov/iiif/f4d9085a-54a4-40a7-b7ca-dbf60ec77152/full/!200,200/0/default.jpg",1,True
212,A Miracle of Saint Francis of Paola,Painting,https://api.nga.gov/iiif/0370351f-69b6-4949-ae44-5a11b3cbf7d9,"https://api.nga.gov/iiif/0370351f-69b6-4949-ae44-5a11b3cbf7d9/full/!200,200/0/default.jpg",1,True
221,Saint Peter,Painting,https://api.nga.gov/iiif/ccb186ea-d5ac-44e1-966c-766dc0a4f023,"https://api.nga.gov/iiif/ccb186ea-d5ac-44e1-966c-766dc0a4f023/full/!200,200/0/default.jpg",1,True
224,The Mystic Marriage of Saint Catherine,Painting,https://api.nga.gov/iiif/220acbdd-fd77-4b65-908a-0658bcf2f471,"https://api.nga.gov/iiif/220acbdd-fd77-4b65-908a-0658bcf2f471/full/!200,200/0/default.jpg",1,True
229,The Parable of Lazarus and the Rich Man,Painting,https://api.nga.gov/iiif/380d0db5-1a74-4820-bc80-f75d7b6fe2fe,"https://api.nga.gov/iiif/380d0db5-1a74-4820-bc80-f75d7b6fe2fe/full/!200,200/0/default.jpg",1,True
239,Portrait of a Man as Saint George,Painting,https://api.nga.gov/iiif/d5d035c8-7e8f-4239-b81e-ae85d8abe285,"https://api.nga.gov/iiif/d5d035c8-7e8f-4239-b81e-ae85d8abe285/full/!200,200/0/default.jpg",1,True
243,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/e9ce6316-5a64-4ffb-986d-069e4d5f56a3,"https://api.nga.gov/iiif/e9ce6316-5a64-4ffb-986d-069e4d5f56a3/full/!200,200/0/default.jpg",1,True
248,A Sleeping Girl,Painting,https://api.nga.gov/iiif/57e86e75-8d4a-41bd-834a-af4352d1b00b,"https://api.nga.gov/iiif/57e86e75-8d4a-41bd-834a-af4352d1b00b/full/!200,200/0/default.jpg",1,True
249,A Girl with a Flower in Her Hair,Painting,https://api.nga.gov/iiif/9d1455d3-8732-45af-9511-b0299968ad29,"https://api.nga.gov/iiif/9d1455d3-8732-45af-9511-b0299968ad29/full/!200,200/0/default.jpg",1,True
250,The Crucifixion with Saint Jerome and Saint Francis,Painting,https://api.nga.gov/iiif/8dc653bf-8726-4b9f-8a48-5f7ef1f127d6,"https://api.nga.gov/iiif/8dc653bf-8726-4b9f-8a48-5f7ef1f127d6/full/!200,200/0/default.jpg",1,True
255,A Gentleman in Adoration before the Madonna,Painting,https://api.nga.gov/iiif/b6f187a4-7c28-4347-a465-f296cbe6b2c7,"https://api.nga.gov/iiif/b6f187a4-7c28-4347-a465-f296cbe6b2c7/full/!200,200/0/default.jpg",1,True
256,Madonna and Child with Angels,Painting,https://api.nga.gov/iiif/6cb74e73-7fb1-4a00-8932-5a791aa03358,"https://api.nga.gov/iiif/6cb74e73-7fb1-4a00-8932-5a791aa03358/full/!200,200/0/default.jpg",1,True
258,Saint Catherine,Painting,https://api.nga.gov/iiif/96c30b07-4c63-4cd8-84b3-92566494fe34,"https://api.nga.gov/iiif/96c30b07-4c63-4cd8-84b3-92566494fe34/full/!200,200/0/default.jpg",1,True
259,Madonna and Child,Painting,https://api.nga.gov/iiif/8af6e0ff-0847-4335-8fe3-72702e74fca5,"https://api.nga.gov/iiif/8af6e0ff-0847-4335-8fe3-72702e74fca5/full/!200,200/0/default.jpg",1,True
272,The Baptism of Christ,Painting,https://api.nga.gov/iiif/8c978c3f-88f0-447a-a36c-6848baf9514a,"https://api.nga.gov/iiif/8c978c3f-88f0-447a-a36c-6848baf9514a/full/!200,200/0/default.jpg",1,True
281,Saint Francis Receiving the Stigmata,Painting,https://api.nga.gov/iiif/0cd7a155-9488-443e-9866-66a5fe3fb258,"https://api.nga.gov/iiif/0cd7a155-9488-443e-9866-66a5fe3fb258/full/!200,200/0/default.jpg",1,True
285,Madonna Adoring the Child,Painting,https://api.nga.gov/iiif/8def61ec-27a6-40ca-a427-3d63c1acc0b4,"https://api.nga.gov/iiif/8def61ec-27a6-40ca-a427-3d63c1acc0b4/full/!200,200/0/default.jpg",1,True
293,The Madonna of the Carnation,Painting,https://api.nga.gov/iiif/7d155b47-3193-4c54-9f91-93fe6f9ea46c,"https://api.nga.gov/iiif/7d155b47-3193-4c54-9f91-93fe6f9ea46c/full/!200,200/0/default.jpg",1,True
309,Saint Jerome in the Wilderness,Painting,https://api.nga.gov/iiif/5ad6aa5a-2908-4db6-96f3-2866e0a2c754,"https://api.nga.gov/iiif/5ad6aa5a-2908-4db6-96f3-2866e0a2c754/full/!200,200/0/default.jpg",1,True
320,Portrait of a Boy,Painting,https://api.nga.gov/iiif/1e63614c-3a9d-4b84-9841-198e08fcef97,"https://api.nga.gov/iiif/1e63614c-3a9d-4b84-9841-198e08fcef97/full/!200,200/0/default.jpg",1,True
323,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/cf1d1ebf-4149-4d9b-ab3c-bcbcc604893b,"https://api.nga.gov/iiif/cf1d1ebf-4149-4d9b-ab3c-bcbcc604893b/full/!200,200/0/default.jpg",1,True
332,Saint Sebastian,Painting,https://api.nga.gov/iiif/5da649ea-4e91-4331-b7b8-d84e32aaabf4,"https://api.nga.gov/iiif/5da649ea-4e91-4331-b7b8-d84e32aaabf4/full/!200,200/0/default.jpg",1,True
344,The Coronation of the Virgin with Six Angels,Painting,https://api.nga.gov/iiif/6114c95d-1c1a-4785-88d1-c138e246adeb,"https://api.nga.gov/iiif/6114c95d-1c1a-4785-88d1-c138e246adeb/full/!200,200/0/default.jpg",1,True
355,Madonna and Child,Painting,https://api.nga.gov/iiif/cec41beb-e9a3-447e-9529-2aa4f5b857ac,"https://api.nga.gov/iiif/cec41beb-e9a3-447e-9529-2aa4f5b857ac/full/!200,200/0/default.jpg",1,True
356,Madonna and Child,Painting,https://api.nga.gov/iiif/1ecf0487-06e6-4236-85c3-8f9d55da908c,"https://api.nga.gov/iiif/1ecf0487-06e6-4236-85c3-8f9d55da908c/full/!200,200/0/default.jpg",1,True
358,Saint Jerome Reading,Painting,https://api.nga.gov/iiif/1aa5a852-ac13-42ad-860d-e5606c0e8587,"https://api.nga.gov/iiif/1aa5a852-ac13-42ad-860d-e5606c0e8587/full/!200,200/0/default.jpg",1,True
362,Madonna and Child,Painting,https://api.nga.gov/iiif/1f05b2cc-132c-47a9-9dec-f93d85e608be,"https://api.nga.gov/iiif/1f05b2cc-132c-47a9-9dec-f93d85e608be/full/!200,200/0/default.jpg",1,True
367,The Virgin Annunciate,Painting,https://api.nga.gov/iiif/a79828c0-776e-492c-a89d-cd2f7dabeadd,"https://api.nga.gov/iiif/a79828c0-776e-492c-a89d-cd2f7dabeadd/full/!200,200/0/default.jpg",1,True
368,Saint Florian,Painting,https://api.nga.gov/iiif/a34b93be-3903-47a5-a8ea-4915003a7ac4,"https://api.nga.gov/iiif/a34b93be-3903-47a5-a8ea-4915003a7ac4/full/!200,200/0/default.jpg",1,True
369,Saint Lucy,Painting,https://api.nga.gov/iiif/2c9db5b0-7ce2-4772-abc6-9f3a417bfc2f,"https://api.nga.gov/iiif/2c9db5b0-7ce2-4772-abc6-9f3a417bfc2f/full/!200,200/0/default.jpg",1,True
371,Portrait of a Lady in White,Painting,https://api.nga.gov/iiif/8b6d46e2-1185-4bcf-99a7-23b673b61c48,"https://api.nga.gov/iiif/8b6d46e2-1185-4bcf-99a7-23b673b61c48/full/!200,200/0/default.jpg",1,True
387,Madonna of Humility,Painting,https://api.nga.gov/iiif/183b291d-39f9-4f77-ad1a-126f36c186cc,"https://api.nga.gov/iiif/183b291d-39f9-4f77-ad1a-126f36c186cc/full/!200,200/0/default.jpg",1,True
395,Portrait of a Venetian Gentleman,Painting,https://api.nga.gov/iiif/7f89c7c7-a5cf-499d-a7ab-d2aa33e360d1,"https://api.nga.gov/iiif/7f89c7c7-a5cf-499d-a7ab-d2aa33e360d1/full/!200,200/0/default.jpg",1,True
396,Madonna and Child Enthroned,Painting,https://api.nga.gov/iiif/ce4d7f93-8bcf-4f88-a9c1-bea5c5a9b425,"https://api.nga.gov/iiif/ce4d7f93-8bcf-4f88-a9c1-bea5c5a9b425/full/!200,200/0/default.jpg",1,True
397,Madonna and Child,Painting,https://api.nga.gov/iiif/60f57752-0e44-477c-94e7-18cbf3a7d80f,"https://api.nga.gov/iiif/60f57752-0e44-477c-94e7-18cbf3a7d80f/full/!200,200/0/default.jpg",1,True
398,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/710f9b91-32e0-4828-ad5d-2d01018a804e,"https://api.nga.gov/iiif/710f9b91-32e0-4828-ad5d-2d01018a804e/full/!200,200/0/default.jpg",1,True
399,Portrait of a Venetian Gentleman,Painting,https://api.nga.gov/iiif/f10d1973-e827-4a48-b792-5bf76a77ae9d,"https://api.nga.gov/iiif/f10d1973-e827-4a48-b792-5bf76a77ae9d/full/!200,200/0/default.jpg",1,True
401,The Entombment of Christ,Painting,https://api.nga.gov/iiif/45fa82c0-494f-489b-9062-9b62c842008c,"https://api.nga.gov/iiif/45fa82c0-494f-489b-9062-9b62c842008c/full/!200,200/0/default.jpg",1,True
402,Saint Peter [left panel],Painting,https://api.nga.gov/iiif/19f544a4-cb58-4450-87d2-a4affa623869,"https://api.nga.gov/iiif/19f544a4-cb58-4450-87d2-a4affa623869/full/!200,200/0/default.jpg",1,True
