objectid,title,classification,iiifurl,iiifthumburl,openaccess,portrait_like
32688,Old Woman with a Muff,Painting,https://api.nga.gov/iiif/e5bebfb8-72ff-41ef-b3f5-e47a0eb51578,"https://api.nga.gov/iiif/e5bebfb8-72ff-41ef-b3f5-e47a0eb51578/full/!200,200/0/default.jpg",1,True
32690,The Herdsman,Painting,https://api.nga.gov/iiif/5d387dcc-4507-4edb-86be-c8481e8a34e6,"https://api.nga.gov/iiif/5d387dcc-4507-4edb-86be-c8481e8a34e6/full/!200,200/0/default.jpg",1,True
32692,The Baptism of Christ,Painting,https://api.nga.gov/iiif/0ad4855e-760a-476f-bbbb-8164f430b4ec,"https://api.nga.gov/iiif/0ad4855e-760a-476f-bbbb-8164f430b4ec/full/!200,200/0/default.jpg",1,True
32695,Portrait of a Woman,Painting,https://api.nga.gov/iiif/3480727d-bd9d-4bce-b7f0-7c02347a7bc3,"https://api.nga.gov/iiif/3480727d-bd9d-4bce-b7f0-7c02347a7bc3/full/!200,200/0/default.jpg",1,True
33246,Portrait of a Man,Painting,https://api.nga.gov/iiif/8562ad10-d3f4-4908-9d4a-1e787e6ae6e6,"https://api.nga.gov/iiif/8562ad10-d3f4-4908-9d4a-1e787e6ae6e6/full/!200,200/0/default.jpg",1,True
33254,Madonna and Child in a Landscape,Painting,https://api.nga.gov/iiif/f297f282-edcc-4190-88ff-96de868ec881,"https://api.nga.gov/iiif/f297f282-edcc-4190-88ff-96de868ec881/full/!200,200/0/default.jpg",1,True
33255,Portrait of a Youth,Painting,https://api.nga.gov/iiif/6fe00770-5a30-489e-8e67-973a985c4182,"https://api.nga.gov/iiif/6fe00770-5a30-489e-8e67-973a985c4182/full/!200,200/0/default.jpg",1,True
33750,A Prince of Saxony,Painting,https://api.nga.gov/iiif/c13d83bf-6bcf-49d2-ab42-642ff754cae1,"https://api.nga.gov/iiif/c13d83bf-6bcf-49d2-ab42-642ff754cae1/full/!200,200/0/default.jpg",1,True
33751,A Princess of Saxony,Painting,https://api.nga.gov/iiif/e074060a-4e8e-4787-b20c-0e1e06b50c6e,"https://api.nga.gov/iiif/e074060a-4e8e-4787-b20c-0e1e06b50c6e/full/!200,200/0/default.jpg",1,True
33752,Portrait of a Nobleman,Painting,https://api.nga.gov/iiif/3e251ae5-41b0-4528-9acc-ea3178607a63,"https://api.nga.gov/iiif/3e251ae5-41b0-4528-9acc-ea3178607a63/full/!200,200/0/default.jpg",1,True
33757,The Madonna of the Stars,Painting,https://api.nga.gov/iiif/91ca99e1-ae3a-4d85-bad0-28aab352eccb,"https://api.nga.gov/iiif/91ca99e1-ae3a-4d85-bad0-28aab352eccb/full/!200,200/0/default.jpg",1,True
33961,Ann Old Coleman (Mrs. Robert Coleman),Painting,https://api.nga.gov/iiif/5c53982c-7aa7-439e-8cc2-088842302083,"https://api.nga.gov/iiif/5c53982c-7aa7-439e-8cc2-088842302083/full/!200,200/0/default.jpg",1,True
33962,Robert Coleman,Painting,https://api.nga.gov/iiif/b8237ad8-a619-40a3-8f16-02d51a53d4f0,"https://api.nga.gov/iiif/b8237ad8-a619-40a3-8f16-02d51a53d4f0/full/!200,200/0/default.jpg",1,True
33963,The Coleman Sisters,Painting,https://api.nga.gov/iiif/c415ef37-7bbb-4b12-81ce-c2d4cc7a0ee8,"https://api.nga.gov/iiif/c415ef37-7bbb-4b12-81ce-c2d4cc7a0ee8/full/!200,200/0/default.jpg",1,True
34045,General Washington at Princeton,Painting,https://api.nga.gov/iiif/0b4bee4d-350a-4efb-8417-abcff7820fa1,"https://api.nga.gov/iiif/0b4bee4d-350a-4efb-8417-abcff7820fa1/full/!200,200/0/default.jpg",1,True
34049,Portrait of a Young Lady,Painting,https://api.nga.gov/iiif/dd74e0ff-9301-4622-b473-35160331a0e9,"https://api.nga.gov/iiif/dd74e0ff-9301-4622-b473-35160331a0e9/full/!200,200/0/default.jpg",1,True
34055,Henry Theodore Tuckerman,Painting,https://api.nga.gov/iiif/9a17a98d-5e76-4631-b4fa-003b99cc1af3,"https://api.nga.gov/iiif/9a17a98d-5e76-4631-b4fa-003b99cc1af3/full/!200,200/0/default.jpg",1,True
34070,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/fb66d404-72f8-4fde-b435-680ec785f356,"https://api.nga.gov/iiif/fb66d404-72f8-4fde-b435-680ec785f356/full/!200,200/0/default.jpg",1,True
34072,Portrait of a Man,Painting,https://api.nga.gov/iiif/acc3d805-1446-4313-8b85-5327c47bb2f4,"https://api.nga.gov/iiif/acc3d805-1446-4313-8b85-5327c47bb2f4/full/!200,200/0/default.jpg",1,True
34079,Portrait of a Lady,Painting,https://api.nga.gov/iiif/dfc4c484-5e6d-46eb-baf7-54276e6d9077,"https://api.nga.gov/iiif/dfc4c484-5e6d-46eb-baf7-54276e6d9077/full/!200,200/0/default.jpg",1,True
34081,Portrait of a Man,Painting,https://api.nga.gov/iiif/4af62dfb-9ca6-48f0-b539-7ae859077833,"https://api.nga.gov/iiif/4af62dfb-9ca6-48f0-b539-7ae859077833/full/!200,200/0/default.jpg",1,True
34082,Portrait of a Man,Painting,https://api.nga.gov/iiif/5c538a37-5169-489d-b75b-1b821b824993,"https://api.nga.gov/iiif/5c538a37-5169-489d-b75b-1b821b824993/full/!200,200/0/default.jpg",1,True
34083,Portrait of a Man,Painting,https://api.nga.gov/iiif/a591fe60-9ef8-49ed-8d09-91dd77ea0fa6,"https://api.nga.gov/iiif/a591fe60-9ef8-49ed-8d09-91dd77ea0fa6/full/!200,200/0/default.jpg",1,True
34085,Portrait of a Man,Painting,https://api.nga.gov/iiif/bab3a5c8-80ef-455d-9689-86d08df8a92c,"https://api.nga.gov/iiif/bab3a5c8-80ef-455d-9689-86d08df8a92c/full/!200,200/0/default.jpg",1,True
34092,Portrait of a Man,Painting,https://api.nga.gov/iiif/e342ac76-1eb1-4280-a1e1-8a2faeb75641,"https://api.nga.gov/iiif/e342ac76-1eb1-4280-a1e1-8a2faeb75641/full/!200,200/0/default.jpg",1,True
34093,Phoebe Cassidy Freeman (Mrs. Clarkson Freeman),Painting,https://api.nga.gov/iiif/1c84ef3c-698d-46c5-b1e1-6a9c60a01856,"https://api.nga.gov/iiif/1c84ef3c-698d-46c5-b1e1-6a9c60a01856/full/!200,200/0/default.jpg",1,True
34096,Portrait of a Lady,Painting,https://api.nga.gov/iiif/5704b1ee-30e7-4efb-831b-5a8f3e5e1fbd,"https://api.nga.gov/iiif/5704b1ee-30e7-4efb-831b-5a8f3e5e1fbd/full/!200,200/0/default.jpg",1,True
34101,Mother and Child,Painting,https://api.nga.gov/iiif/892ccfe1-e0e3-4faa-87d6-98aa92387a05,"https://api.nga.gov/iiif/892ccfe1-e0e3-4faa-87d6-98aa92387a05/full/!200,200/0/default.jpg",1,True
34102,Self-Portrait,Painting,https://api.nga.gov/iiif/9a2db3b4-7310-4653-9278-6a22cfbd0bda,"https://api.nga.gov/iiif/9a2db3b4-7310-4653-9278-6a22cfbd0bda/full/!200,200/0/default.jpg",1,True
34106,Portrait of a Lady,Painting,https://api.nga.gov/iiif/75d01a7b-e2a8-49f2-bb82-c880b2bcff76,"https://api.nga.gov/iiif/75d01a7b-e2a8-49f2-bb82-c880b2bcff76/full/!200,200/0/default.jpg",1,True
34117,Portrait of a Lady,Painting,https://api.nga.gov/iiif/2bae6118-a629-4dd7-97ce-fc427ba3fe49,"https://api.nga.gov/iiif/2bae6118-a629-4dd7-97ce-fc427ba3fe49/full/!200,200/0/default.jpg",1,True
34124,Portrait of a Man,Painting,https://api.nga.gov/iiif/f4b60234-72e0-442d-acae-8412e5531544,"https://api.nga.gov/iiif/f4b60234-72e0-442d-acae-8412e5531544/full/!200,200/0/default.jpg",1,True
34128,"William Crook Rudman, Jr.",Painting,https://api.nga.gov/iiif/afa224b0-3530-4966-9713-a4c24df47e7d,"https://api.nga.gov/iiif/afa224b0-3530-4966-9713-a4c24df47e7d/full/!200,200/0/default.jpg",1,True
34130,Portrait of a Lady,Painting,https://api.nga.gov/iiif/05bdd595-c033-4683-9902-01e8f3b83bde,"https://api.nga.gov/iiif/05bdd595-c033-4683-9902-01e8f3b83bde/full/!200,200/0/default.jpg",1,True
34135,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/84226b72-095e-4685-a4fc-e3034d425686,"https://api.nga.gov/iiif/84226b72-095e-4685-a4fc-e3034d425686/full/!200,200/0/default.jpg",1,True
34136,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/8601fdd0-ee28-4461-a0ec-0d66eafbac43,"https://api.nga.gov/iiif/8601fdd0-ee28-4461-a0ec-0d66eafbac43/full/!200,200/0/default.jpg",1,True
34143,Portrait of a Lady,Painting,https://api.nga.gov/iiif/37619c15-3bf8-40ab-b11c-d218445bda62,"https://api.nga.gov/iiif/37619c15-3bf8-40ab-b11c-d218445bda62/full/!200,200/0/default.jpg",1,True
34146,Portrait of a Man,Painting,https://api.nga.gov/iiif/c1372ae6-977d-464a-87c5-44da6b3fbd86,"https://api.nga.gov/iiif/c1372ae6-977d-464a-87c5-44da6b3fbd86/full/!200,200/0/default.jpg",1,True
34147,Portrait of a Man,Painting,https://api.nga.gov/iiif/050d3a87-f256-45df-9958-2fd3c43d1bfe,"https://api.nga.gov/iiif/050d3a87-f256-45df-9958-2fd3c43d1bfe/full/!200,200/0/default.jpg",1,True
34148,Portrait of a Man,Painting,https://api.nga.gov/iiif/81393aa4-26ea-4727-8029-e9ca7081c57b,"https://api.nga.gov/iiif/81393aa4-26ea-4727-8029-e9ca7081c57b/full/!200,200/0/default.jpg",1,True
34149,"Elizabeth, Countess of Effingham",Painting,https://api.nga.gov/iiif/c1f52e45-ac1b-45cc-9bab-517375879785,"https://api.nga.gov/iiif/c1f52e45-ac1b-45cc-9bab-517375879785/full/!200,200/0/default.jpg",1,True
34160,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/86cf4943-a3cf-497e-a1fc-ce6df9eb630c,"https://api.nga.gov/iiif/86cf4943-a3cf-497e-a1fc-ce6df9eb630c/full/!200,200/0/default.jpg",1,True
34163,Portrait of an Old Man,Painting,https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f,"https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f/full/!200,200/0/default.jpg",1,True
34638,Daniel Boardman,Painting,https://api.nga.gov/iiif/37ec883e-f301-4aea-bc6c-4ab95c320f02,"https://api.nga.gov/iiif/37ec883e-f301-4aea-bc6c-4ab95c320f02/full/!200,200/0/default.jpg",1,True
34957,The David Children,Painting,https://api.nga.gov/iiif/8ff2d6a0-c863-4127-bb9a-7edd6a56650a,"https://api.nga.gov/iiif/8ff2d6a0-c863-4127-bb9a-7edd6a56650a/full/!200,200/0/default.jpg",1,True
35083,Head of a Young Girl,Painting,https://api.nga.gov/iiif/b5420e70-c513-436f-aff4-2369dc7350f5,"https://api.nga.gov/iiif/b5420e70-c513-436f-aff4-2369dc7350f5/full/!200,200/0/default.jpg",1,True
35094,Landscape with Boatman,Painting,https://api.nga.gov/iiif/c0279003-c6f3-4eed-a8f9-56d841c45d85,"https://api.nga.gov/iiif/c0279003-c6f3-4eed-a8f9-56d841c45d85/full/!200,200/0/default.jpg",1,True
37003,Self-Portrait,Painting,https://api.nga.gov/iiif/440fe0d2-b4ca-4afc-a33e-2d4683ece38f,"https://api.nga.gov/iiif/440fe0d2-b4ca-4afc-a33e-2d4683ece38f/full/!200,200/0/default.jpg",1,True
37004,Enthroned Madonna and Child,Painting,https://api.nga.gov/iiif/c2d64bdd-cb82-4772-b1eb-01b2a9b54d24,"https://api.nga.gov/iiif/c2d64bdd-cb82-4772-b1eb-01b2a9b54d24/full/!200,200/0/default.jpg",1,True
37005,Young Woman in White,Painting,https://api.nga.gov/iiif/305ae57e-b305-4961-a981-aafd94fe7e72,"https://api.nga.gov/iiif/305ae57e-b305-4961-a981-aafd94fe7e72/full/!200,200/0/default.jpg",1,True
37008,Head of a Man with Upturned Eyes,Painting,https://api.nga.gov/iiif/12ab44f6-fc2a-448b-8580-5953c7bb3957,"https://api.nga.gov/iiif/12ab44f6-fc2a-448b-8580-5953c7bb3957/full/!200,200/0/default.jpg",1,True
37633,"Saint Peter, with Saint James Major [left panel]",Painting,https://api.nga.gov/iiif/1632458b-c6b1-43f5-802d-db2f6cb1fe03,"https://api.nga.gov/iiif/1632458b-c6b1-43f5-802d-db2f6cb1fe03/full/!200,200/0/default.jpg",1,True
37634,"Madonna and Child, with the Blessing Christ [middle panel]",Painting,https://api.nga.gov/iiif/36a5f5ef-732d-43aa-b4e6-ee6865fcd221,"https://api.nga.gov/iiif/36a5f5ef-732d-43aa-b4e6-ee6865fcd221/full/!200,200/0/default.jpg",1,True
37635,"Deacon Saint, with Saint Anthony Abbot [right panel]",Painting,https://api.nga.gov/iiif/fc84cac8-bdcf-4d3c-a6dc-e4bd0371af3b,"https://api.nga.gov/iiif/fc84cac8-bdcf-4d3c-a6dc-e4bd0371af3b/full/!200,200/0/default.jpg",1,True
37636,Portrait of a Man with a Dog,Painting,https://api.nga.gov/iiif/6b7957f5-adbb-4ff7-9387-2fef42cc97e0,"https://api.nga.gov/iiif/6b7957f5-adbb-4ff7-9387-2fef42cc97e0/full/!200,200/0/default.jpg",1,True
37637,Woman with a Cat,Painting,https://api.nga.gov/iiif/67e0fd82-fc9e-4118-bc9d-8b9ce7aabb1c,"https://api.nga.gov/iiif/67e0fd82-fc9e-4118-bc9d-8b9ce7aabb1c/full/!200,200/0/default.jpg",1,True
39729,The Skater (Portrait of William Grant),Painting,https://api.nga.gov/iiif/56561c9f-5aad-45e5-9381-651ee5f350f1,"https://api.nga.gov/iiif/56561c9f-5aad-45e5-9381-651ee5f350f1/full/!200,200/0/default.jpg",1,True
41578,Gypsy Woman with Mandolin,Painting,https://api.nga.gov/iiif/4d9c630d-2545-46d9-8335-c1d0b1c086d4,"https://api.nga.gov/iiif/4d9c630d-2545-46d9-8335-c1d0b1c086d4/full/!200,200/0/default.jpg",1,True
41582,The Feast of Herod and the Beheading of Saint John the Baptist,Painting,https://api.nga.gov/iiif/901465e5-58b1-458d-9579-4ef7ed508bd5,"https://api.nga.gov/iiif/901465e5-58b1-458d-9579-4ef7ed508bd5/full/!200,200/0/default.jpg",1,True
41583,The Virgin Adoring the Child,Painting,https://api.nga.gov/iiif/7b4b4463-cf2d-4f19-b450-07e73c76b37c,"https://api.nga.gov/iiif/7b4b4463-cf2d-4f19-b450-07e73c76b37c/full/!200,200/0/default.jpg",1,True
41584,Portrait of a Man,Painting,https://api.nga.gov/iiif/2540c5bf-5185-4c7e-b3f6-f0244ba1a0ec,"https://api.nga.gov/iiif/2540c5bf-5185-4c7e-b3f6-f0244ba1a0ec/full/!200,200/0/default.jpg",1,True
41585,Saint Francis [far left panel],Painting,https://api.nga.gov/iiif/623e6887-f255-491f-bd76-316635fd3a83,"https://api.nga.gov/iiif/623e6887-f255-491f-bd76-316635fd3a83/full/!200,200/0/default.jpg",1,True
41587,The Virgin Annunciate [middle right panel],Painting,https://api.nga.gov/iiif/4cc2da5c-1ba3-45b0-8b28-59d7245a012c,"https://api.nga.gov/iiif/4cc2da5c-1ba3-45b0-8b28-59d7245a012c/full/!200,200/0/default.jpg",1,True
41588,Saint Louis of Toulouse,Painting,https://api.nga.gov/iiif/99820c90-ed52-4981-9954-bd0512acacfc,"https://api.nga.gov/iiif/99820c90-ed52-4981-9954-bd0512acacfc/full/!200,200/0/default.jpg",1,True
41591,Portrait of a Young Woman as a Wise Virgin,Painting,https://api.nga.gov/iiif/7bd41f44-448a-4b1f-9723-831809aa0779,"https://api.nga.gov/iiif/7bd41f44-448a-4b1f-9723-831809aa0779/full/!200,200/0/default.jpg",1,True
41595,"Mary, Queen of Heaven",Painting,https://api.nga.gov/iiif/ffb111b5-5cc1-41f8-918f-c8a973709d0c,"https://api.nga.gov/iiif/ffb111b5-5cc1-41f8-918f-c8a973709d0c/full/!200,200/0/default.jpg",1,True
41596,Episodes from the Life of a Bishop Saint,Painting,https://api.nga.gov/iiif/e2ff91db-d62b-4d10-9aaf-1d36eeac2f46,"https://api.nga.gov/iiif/e2ff91db-d62b-4d10-9aaf-1d36eeac2f46/full/!200,200/0/default.jpg",1,True
41598,Madonna and Child [obverse],Painting,https://api.nga.gov/iiif/878db7e6-10ae-4cae-ba5d-6d6f5c413ae8,"https://api.nga.gov/iiif/878db7e6-10ae-4cae-ba5d-6d6f5c413ae8/full/!200,200/0/default.jpg",1,True
41600,Portrait of a Clergyman (Johann Dorsch?),Painting,https://api.nga.gov/iiif/9931c64e-f49b-440b-9ca8-7eea19df3c1f,"https://api.nga.gov/iiif/9931c64e-f49b-440b-9ca8-7eea19df3c1f/full/!200,200/0/default.jpg",1,True
41601,The Martyrdom of Saint Catherine,Painting,https://api.nga.gov/iiif/a189c02e-3c60-4d9d-b70c-c9030f9da2a9,"https://api.nga.gov/iiif/a189c02e-3c60-4d9d-b70c-c9030f9da2a9/full/!200,200/0/default.jpg",1,True
41602,The Temptation of Saint Anthony,Painting,https://api.nga.gov/iiif/a0ecb44d-b5b2-4b04-9b63-0446937f4afb,"https://api.nga.gov/iiif/a0ecb44d-b5b2-4b04-9b63-0446937f4afb/full/!200,200/0/default.jpg",1,True
41604,Nymphs Feeding the Child Jupiter,Painting,https://api.nga.gov/iiif/fb490bdd-68a8-4cc2-84dc-e3422d396ca9,"https://api.nga.gov/iiif/fb490bdd-68a8-4cc2-84dc-e3422d396ca9/full/!200,200/0/default.jpg",1,True
41611,Christ Risen from the Tomb,Painting,https://api.nga.gov/iiif/8d4d3401-5d6a-4ab1-9542-6d2886519a29,"https://api.nga.gov/iiif/8d4d3401-5d6a-4ab1-9542-6d2886519a29/full/!200,200/0/default.jpg",1,True
41613,The Healing of Palladia by Saint Cosmas and Saint Damian,Painting,https://api.nga.gov/iiif/3d44d981-1d36-446d-a6ac-e755be3f7c5e,"https://api.nga.gov/iiif/3d44d981-1d36-446d-a6ac-e755be3f7c5e/full/!200,200/0/default.jpg",1,True
41614,The Gathering of Manna,Painting,https://api.nga.gov/iiif/5bb57533-4cbc-4e06-97d5-f74011e365ee,"https://api.nga.gov/iiif/5bb57533-4cbc-4e06-97d5-f74011e365ee/full/!200,200/0/default.jpg",1,True
41616,Madonna and Child Enthroned with Donor,Painting,https://api.nga.gov/iiif/de88485d-7b9d-4d49-a08d-3a6591dd0262,"https://api.nga.gov/iiif/de88485d-7b9d-4d49-a08d-3a6591dd0262/full/!200,200/0/default.jpg",1,True
41620,Saint Benedict Orders Saint Maurus to the Rescue of Saint Placidus,Painting,https://api.nga.gov/iiif/2782d749-73fa-477a-be42-ce1f155ae30d,"https://api.nga.gov/iiif/2782d749-73fa-477a-be42-ce1f155ae30d/full/!200,200/0/default.jpg",1,True
41622,Madonna and Child Enthroned with Four Saints,Painting,https://api.nga.gov/iiif/a7ea75cd-dc2f-4504-99b6-43f8c08a702a,"https://api.nga.gov/iiif/a7ea75cd-dc2f-4504-99b6-43f8c08a702a/full/!200,200/0/default.jpg",1,True
41623,The Mourning Madonna,Painting,https://api.nga.gov/iiif/a0eb9fb8-28a3-4446-b28d-70a4cc50c6e5,"https://api.nga.gov/iiif/a0eb9fb8-28a3-4446-b28d-70a4cc50c6e5/full/!200,200/0/default.jpg",1,True
41624,The Mourning Saint John the Evangelist,Painting,https://api.nga.gov/iiif/cbfa8d2d-dd02-4101-94be-15413ecf717f,"https://api.nga.gov/iiif/cbfa8d2d-dd02-4101-94be-15413ecf717f/full/!200,200/0/default.jpg",1,True
41625,Saint James Minor,Painting,https://api.nga.gov/iiif/b21ae2a3-8f77-47d9-ac02-04fce864c313,"https://api.nga.gov/iiif/b21ae2a3-8f77-47d9-ac02-04fce864c313/full/!200,200/0/default.jpg",1,True
41626,Saint John the Evangelist,Painting,https://api.nga.gov/iiif/1776edff-237b-411e-b28e-940e253398c1,"https://api.nga.gov/iiif/1776edff-237b-411e-b28e-940e253398c1/full/!200,200/0/default.jpg",1,True
41627,Madonna and Child with Saint Anthony Abbot and Saint Sigismund,Painting,https://api.nga.gov/iiif/fbec1a56-2a07-4566-8010-9e08edc5bc8c,"https://api.nga.gov/iiif/fbec1a56-2a07-4566-8010-9e08edc5bc8c/full/!200,200/0/default.jpg",1,True
41628,Madonna and Child with God the Father Blessing and Angels,Painting,https://api.nga.gov/iiif/b9e37014-2bcf-4786-bdcd-9d5925e0e35f,"https://api.nga.gov/iiif/b9e37014-2bcf-4786-bdcd-9d5925e0e35f/full/!200,200/0/default.jpg",1,True
41629,Saint Apollonia,Painting,https://api.nga.gov/iiif/86098116-ac10-4aca-bb24-d51a576ac15c,"https://api.nga.gov/iiif/86098116-ac10-4aca-bb24-d51a576ac15c/full/!200,200/0/default.jpg",1,True
41630,Saint Anthony Distributing His Wealth to the Poor,Painting,https://api.nga.gov/iiif/361b92ad-6b22-43c1-81c0-21a1e7b4d2e2,"https://api.nga.gov/iiif/361b92ad-6b22-43c1-81c0-21a1e7b4d2e2/full/!200,200/0/default.jpg",1,True
41631,Saint Anthony Leaving His Monastery,Painting,https://api.nga.gov/iiif/01909333-cd55-4e91-8edb-14722b1271de,"https://api.nga.gov/iiif/01909333-cd55-4e91-8edb-14722b1271de/full/!200,200/0/default.jpg",1,True
41633,Saint Matthew,Painting,https://api.nga.gov/iiif/7582d319-a8e3-461e-9386-9bbf0d1deb48,"https://api.nga.gov/iiif/7582d319-a8e3-461e-9386-9bbf0d1deb48/full/!200,200/0/default.jpg",1,True
41634,Saint Simon,Painting,https://api.nga.gov/iiif/1d4fe135-def0-4a61-89a5-ffa8b9ffa852,"https://api.nga.gov/iiif/1d4fe135-def0-4a61-89a5-ffa8b9ffa852/full/!200,200/0/default.jpg",1,True
41635,Saint James Major,Painting,https://api.nga.gov/iiif/c05d6828-ce1c-4333-8ec6-b79ba3472fef,"https://api.nga.gov/iiif/c05d6828-ce1c-4333-8ec6-b79ba3472fef/full/!200,200/0/default.jpg",1,True
41636,Saint Judas Thaddeus,Painting,https://api.nga.gov/iiif/ce6b3e55-a43c-4555-949d-f6bf60600bce,"https://api.nga.gov/iiif/ce6b3e55-a43c-4555-949d-f6bf60600bce/full/!200,200/0/default.jpg",1,True
41637,Christ at the Sea of Galilee,Painting,https://api.nga.gov/iiif/5ff9987b-cec6-41ec-bc6f-8732e0c6ca68,"https://api.nga.gov/iiif/5ff9987b-cec6-41ec-bc6f-8732e0c6ca68/full/!200,200/0/default.jpg",1,True
41639,Madonna and Child in a Garden,Painting,https://api.nga.gov/iiif/86533ed9-1baa-4e29-8f39-5519b461003f,"https://api.nga.gov/iiif/86533ed9-1baa-4e29-8f39-5519b461003f/full/!200,200/0/default.jpg",1,True
41642,The Fall of Man [middle panel],Painting,https://api.nga.gov/iiif/164a9f20-1d2e-49a7-be51-d1140c4dc098,"https://api.nga.gov/iiif/164a9f20-1d2e-49a7-be51-d1140c4dc098/full/!200,200/0/default.jpg",1,True
41644,The Expectant Madonna with Saint Joseph,Painting,https://api.nga.gov/iiif/25b31b7c-4edd-4b43-9bb8-c0497aed8a4d,"https://api.nga.gov/iiif/25b31b7c-4edd-4b43-9bb8-c0497aed8a4d/full/!200,200/0/default.jpg",1,True
41646,Countess Ebba Sparre,Painting,https://api.nga.gov/iiif/6fcb7801-34cc-4a58-86cc-49f321af2e92,"https://api.nga.gov/iiif/6fcb7801-34cc-4a58-86cc-49f321af2e92/full/!200,200/0/default.jpg",1,True
41651,Queen Henrietta Maria with Sir Jeffrey Hudson,Painting,https://api.nga.gov/iiif/3405efab-594d-4f1d-8679-3bd02245e342,"https://api.nga.gov/iiif/3405efab-594d-4f1d-8679-3bd02245e342/full/!200,200/0/default.jpg",1,True
41652,Saint Jerome Penitent [left panel],Painting,https://api.nga.gov/iiif/eea01b49-e215-488c-83f9-916964067d45,"https://api.nga.gov/iiif/eea01b49-e215-488c-83f9-916964067d45/full/!200,200/0/default.jpg",1,True
41653,Saint Jerome Penitent [right panel],Painting,https://api.nga.gov/iiif/1a0bd5c7-54f0-49e9-b570-aaa680278896,"https://api.nga.gov/iiif/1a0bd5c7-54f0-49e9-b570-aaa680278896/full/!200,200/0/default.jpg",1,True
41656,Christ among the Doctors,Painting,https://api.nga.gov/iiif/a3148763-333a-4e64-ae77-bd37a93b4a34,"https://api.nga.gov/iiif/a3148763-333a-4e64-ae77-bd37a93b4a34/full/!200,200/0/default.jpg",1,True
41658,A Miracle of Saint Benedict,Painting,https://api.nga.gov/iiif/b805508a-ffe6-49d3-9a95-ae83e1046b18,"https://api.nga.gov/iiif/b805508a-ffe6-49d3-9a95-ae83e1046b18/full/!200,200/0/default.jpg",1,True
41659,Saint Veronica [obverse],Painting,https://api.nga.gov/iiif/8788f9a6-142d-40b7-953b-a9a208ff2eef,"https://api.nga.gov/iiif/8788f9a6-142d-40b7-953b-a9a208ff2eef/full/!200,200/0/default.jpg",1,True
41660,Chalice of Saint John the Evangelist [reverse],Painting,https://api.nga.gov/iiif/1a761edd-c52e-47c0-b422-df074e14c803,"https://api.nga.gov/iiif/1a761edd-c52e-47c0-b422-df074e14c803/full/!200,200/0/default.jpg",1,True
41661,Christ among the Doctors [obverse],Painting,https://api.nga.gov/iiif/d81bc3eb-69f6-4fdc-be42-e0ed3ef0dae0,"https://api.nga.gov/iiif/d81bc3eb-69f6-4fdc-be42-e0ed3ef0dae0/full/!200,200/0/default.jpg",1,True
41663,The Marriage of the Virgin,Painting,https://api.nga.gov/iiif/b067c452-c429-4dc5-b90c-ae15901544d7,"https://api.nga.gov/iiif/b067c452-c429-4dc5-b90c-ae15901544d7/full/!200,200/0/default.jpg",1,True
41666,Saint Jerome,Painting,https://api.nga.gov/iiif/629fa856-d29d-4c59-9563-99c7a3a71200,"https://api.nga.gov/iiif/629fa856-d29d-4c59-9563-99c7a3a71200/full/!200,200/0/default.jpg",1,True
41667,Christ Carrying the Cross,Painting,https://api.nga.gov/iiif/64271c45-2acc-4011-a59f-0b79efc613db,"https://api.nga.gov/iiif/64271c45-2acc-4011-a59f-0b79efc613db/full/!200,200/0/default.jpg",1,True
41669,Christ in Limbo,Painting,https://api.nga.gov/iiif/60ea795a-ca3d-44db-9d51-cb24794c8247,"https://api.nga.gov/iiif/60ea795a-ca3d-44db-9d51-cb24794c8247/full/!200,200/0/default.jpg",1,True
41674,The Dream of Saint Catherine of Alexandria,Painting,https://api.nga.gov/iiif/ac8f5001-54a0-4bdd-8b7b-97950b4299e4,"https://api.nga.gov/iiif/ac8f5001-54a0-4bdd-8b7b-97950b4299e4/full/!200,200/0/default.jpg",1,True
41675,"Madonna and Child with Saint John the Baptist, Saint Peter, and Two Angels",Painting,https://api.nga.gov/iiif/9ef95c4f-b934-4d3f-9cba-426efb78bb75,"https://api.nga.gov/iiif/9ef95c4f-b934-4d3f-9cba-426efb78bb75/full/!200,200/0/default.jpg",1,True
41676,Madonna and Child with Saints and Angels,Painting,https://api.nga.gov/iiif/0d202b87-f85d-418a-8462-da6bec43b714,"https://api.nga.gov/iiif/0d202b87-f85d-418a-8462-da6bec43b714/full/!200,200/0/default.jpg",1,True
41678,Saint Anthony of Padua,Painting,https://api.nga.gov/iiif/afd62374-e1df-4f43-b238-64cd11c3d542,"https://api.nga.gov/iiif/afd62374-e1df-4f43-b238-64cd11c3d542/full/!200,200/0/default.jpg",1,True
41680,Madonna and Child with a Pomegranate,Painting,https://api.nga.gov/iiif/bfb0a807-b4bd-467a-b4ab-532d8898057b,"https://api.nga.gov/iiif/bfb0a807-b4bd-467a-b4ab-532d8898057b/full/!200,200/0/default.jpg",1,True
